index,node_i,node_j,x_pu,r_pu,capacity,contingency
l6950_1,n4623,n4635,2.067904137793122e-05,2.5218343143818563e-06,1698.1026117405274,True
l525_1,n4635,n4637,2.536697597133033e-05,3.0935336550402835e-06,1698.1026117405274,True
l11386_1,n4637,n4639,2.001621528134084e-05,2.441001863578151e-06,1698.1026117405274,True
l615_1,n4585,n4641,2.297029350159041e-05,2.8012553050720013e-06,1698.1026117405274,True
l791_1,n4585,n4643,1.896305480893494e-05,2.312567659626212e-06,1698.1026117405274,True
l612_1,n4630,n4651,5.339202600565936e-05,6.511222683616996e-06,1698.1026117405274,True
l618_1,n4649,n4651,3.377102339164955e-05,4.1184174867865314e-06,1698.1026117405274,True
l762_1,n4630,n4651,3.886796832631396e-05,4.739996137355359e-06,1698.1026117405274,True
l611_1,n4623,n4655,2.068422749476896e-05,2.5224667676547508e-06,1698.1026117405274,True
l824_1,n4651,n4655,1.4538345225460022e-05,1.7729689299341489e-06,1698.1026117405274,True
l858_1,n4653,n4657,2.790209213167069e-05,3.4026941623988643e-06,1698.1026117405274,True
l766_1,n4653,n4658,3.408918552750378e-05,4.157217747256559e-06,1698.1026117405274,True
l751_1,n4613,n4658,5.923042874387152e-05,7.223223017545308e-06,1698.1026117405274,True
l765_1,n4657,n4660,2.1987987769391835e-05,2.681461923096565e-06,1698.1026117405274,True
l764_1,n4639,n4664,2.583789258029901e-05,3.150962509792562e-06,1698.1026117405274,True
l616_1,n4643,n4667,4.943645992485677e-05,6.028836576202042e-06,1698.1026117405274,True
l619_1,n4666,n4667,1.940280569569535e-05,2.3661958165482137e-06,1698.1026117405274,True
l1039_1,n4667,n4669,3.764905937713073e-05,4.591348704528137e-06,1698.1026117405274,True
l595_1,n4671,n4673,1.8981343759626003e-05,2.314798019466586e-06,1698.1026117405274,True
l617_1,n4667,n4674,1.839323702535997e-05,2.2430776860195088e-06,1698.1026117405274,True
l1038_1,n4674,n4675,4.0789526024947205e-05,4.974332442066732e-06,1698.1026117405274,True
l526_1,n4655,n4675,7.880988895591367e-05,9.610962067794348e-06,1698.1026117405274,True
l840_1,n4647,n4677,1.1071780329610518e-05,1.3502171133671364e-06,1698.1026117405274,True
l621_1,n4674,n4677,3.908631240956514e-05,4.7666234645811135e-06,1698.1026117405274,True
l605_1,n4657,n4681,0.0001086315798187,1.3247753636433613e-05,1698.1026117405274,True
l948_1,n4621,n4681,8.913755761310521e-05,1.0870433855256731e-05,1698.1026117405274,True
l749_1,n4647,n4690,1.89549979467536e-05,2.311585115457756e-06,1698.1026117405274,True
l596_1,n4673,n4690,1.4311115522558234e-05,1.7452579905558822e-06,1698.1026117405274,True
l543,n4645,n4693,3.322602354455966e-05,4.051954090799958e-06,1698.1026117405274,True
l622_1,n4690,n4693,9.480957226998186e-05,1.1562142959753883e-05,1698.1026117405274,True
l624_1,n4674,n4694,0.0001055631002751,1.2873548814041969e-05,1698.1026117405274,True
l623_1,n4694,n4695,6.100285201057723e-05,7.439372196411858e-06,1698.1026117405274,True
l528_1,n4695,n4699,0.0001060106539829,1.2928128534509397e-05,1698.1026117405274,True
l604_1,n4705,n4707,3.042010204539865e-05,3.7097685421217865e-06,1698.1026117405274,True
l630_1,n4616,n4708,3.0005341136609712e-05,3.659187943488988e-06,1698.1026117405274,True
l729_1,n3483,n4708,0.0001132006485176,1.380495713630462e-05,1698.1026117405274,True
l828,n4708,n4711,1.731290742263884e-05,2.1113301734925417e-06,1698.1026117405274,False
l11623,n3496,n4714,0.000118448087793,1.4444888755244335e-05,1698.1026117405274,True
l952_1,n4619,n4718,2.4971109062080156e-05,3.0452572026927013e-06,1698.1026117405274,True
l597_1,n4588,n4722,1.859716902323684e-05,2.2679474418581502e-06,1698.1026117405274,True
l898_1,n4619,n4726,2.59718038066279e-05,3.1672931471497435e-06,1698.1026117405274,True
l768_1,n4693,n4728,0.0001071524431157,1.3067371111677672e-05,1698.1026117405274,True
l644_1,n4729,n4730,8.144403629810677e-05,9.932199548549606e-06,1698.1026117405274,True
l750_1,n4728,n4731,5.9881723573017846e-05,7.302649216221689e-06,1698.1026117405274,True
l641_1,n4730,n4737,0.000101293637245,1.2352882590858282e-05,1698.1026117405274,True
l584_1,n4737,n4740,5.5720680738398365e-05,6.795204968097362e-06,1698.1026117405274,True
l781_1,n4715,n4740,6.166186805973917e-05,7.519740007285263e-06,1698.1026117405274,True
l779_1,n4737,n4741,4.490349417768783e-05,5.476035875327784e-06,1698.1026117405274,True
l549_1,n4591,n4743,4.128773184973641e-05,5.035089249967853e-06,1698.1026117405274,True
l944_1,n4745,n4750,1.756534439276506e-05,2.142115169849397e-06,1698.1026117405274,True
l544_1,n4743,n4751,6.362639636122453e-05,7.759316629417628e-06,1698.1026117405274,True
l884_1,n4745,n4751,2.0337166319596257e-05,2.480142234097105e-06,1698.1026117405274,True
l640_1,n4745,n4753,2.3235148809621394e-05,2.8335547328806576e-06,1698.1026117405274,True
l538_1,n4745,n4754,7.030954035944982e-05,8.574334190176808e-06,1698.1026117405274,True
l837_1,n4758,n4759,2.0275213187231013e-05,2.4725869740525624e-06,1698.1026117405274,True
l626_1,n4759,n4760,0.0001381230446406,1.684427373666854e-05,1698.1026117405274,True
l913_1,n3311,n4760,0.0001301161666048,1.5867825195715537e-05,1698.1026117405274,True
l774_1,n4760,n4765,6.153112927766568e-05,7.503796253373865e-06,1698.1026117405274,True
l583_1,n4765,n4766,8.139406463032071e-05,9.926105442722036e-06,1698.1026117405274,True
l647_1,n4499,n4766,4.609276089571698e-05,5.621068401916703e-06,1698.1026117405274,True
l776_1,n4757,n4766,3.0176312640167505e-05,3.680038126849695e-06,1698.1026117405274,True
l795_1,n4592,n4770,8.361774881305321e-05,1.0197286440616246e-05,1698.1026117405274,True
l796_1,n4770,n4772,4.753630286364859e-05,5.797110105322999e-06,1698.1026117405274,True
l801_1,n4504,n4773,4.502683479704041e-05,5.491077414273218e-06,1698.1026117405274,True
l794_1,n4773,n4776,5.6448328778480175e-05,6.883942533960997e-06,1698.1026117405274,True
l775_1,n4757,n4777,6.476375878309975e-05,7.898019363792651e-06,1698.1026117405274,True
l7480_1,n4759,n4777,2.1813405936482128e-05,2.6601714556685524e-06,1698.1026117405274,True
l826_1,n4705,n4778,2.8455171582149907e-05,3.47014287587194e-06,1698.1026117405274,True
l533_1,n4741,n4780,8.768525868636917e-05,1.069332423004502e-05,1698.1026117405274,True
l938_1,n4729,n4782,2.4786687796272504e-05,3.0227668044234766e-06,1698.1026117405274,True
l7497_1,n4554,n4783,1.9897718320364808e-05,2.426551014678636e-06,1698.1026117405274,True
l581_1,n4727,n4784,2.421927175415861e-05,2.953569726116905e-06,1698.1026117405274,True
l935_1,n4730,n4784,2.6544404714308875e-05,3.237122526135228e-06,1698.1026117405274,True
l767_1,n4681,n4784,8.304473654096658e-05,1.0127406895239824e-05,1698.1026117405274,True
l872,n4758,n4785,3.002340714478998e-05,3.661391115218289e-06,1698.1026117405274,False
l924_1,n4625,n4786,2.840104553122401e-05,3.463542137954148e-06,1698.1026117405274,True
l524_1,n4609,n4788,9.607277559629862e-05,1.1716192145890076e-05,1698.1026117405274,True
l861_1,n4747,n4790,2.8331774442544148e-05,3.4550944442127e-06,1698.1026117405274,True
l588_1,n4780,n4791,4.483099719220915e-05,5.4671947795377005e-06,1698.1026117405274,True
l964_1,n4592,n4791,3.8665232058713896e-05,4.7152722022821816e-06,1698.1026117405274,True
l4305_1,n4694,n4842,5.3437455734582345e-05,6.5167628944612606e-06,1698.1026117405274,True
l4864_1,n4825,n4845,5.936834447467406e-05,7.240042009106592e-06,1698.1026117405274,True
l770_1,n3488,n4846,1.4801786593081344e-05,1.8050959259855296e-06,1698.1026117405274,True
l6687_1,n4588,n4848,0.0001054691260332,1.286208854063782e-05,1698.1026117405274,True
l853_1,n3475,n4852,7.133498825695558e-05,8.69938881182385e-06,1698.1026117405274,True
l545,n4713,n4852,2.924116870829749e-05,3.5659961839387184e-06,1698.1026117405274,False
l7251_1,n4714,n4852,6.459185018131046e-05,7.877054900159813e-06,1698.1026117405274,True
l690_1,n4712,n4852,2.5679412969020945e-05,3.131635727929384e-06,1698.1026117405274,True
l968_1,n4597,n4854,7.215702338207279e-05,8.799636997813753e-06,1698.1026117405274,True
l842_1,n5542,n5545,2.562184353360444e-05,3.124615065073712e-06,1698.1026117405274,True
l819_1,n5545,n5547,6.080929372904866e-05,7.4157675279327635e-06,1698.1026117405274,True
l975_1,n5550,n5552,8.846593330753517e-05,1.0788528452138435e-05,1698.1026117405274,True
l960_1,n4506,n5556,9.770428078476664e-05,1.1915156193264225e-05,1698.1026117405274,True
l906_1,n5541,n5559,2.5852711379434688e-05,3.1527696804188635e-06,1698.1026117405274,True
l11463_1,n5654,n5658,5.192185667012099e-05,6.331933740258656e-06,1698.1026117405274,True
l788_1,n5650,n5658,9.650524564913524e-05,1.1768932396236003e-05,1698.1026117405274,True
l789_1,n5658,n5661,3.1618626777569544e-05,3.855930094825554e-06,1698.1026117405274,True
l787_1,n4591,n5667,0.0001355040578786,1.6524885107155472e-05,1698.1026117405274,True
l6805_1,n5667,n5671,7.734997604657423e-05,9.432923908118807e-06,1698.1026117405274,True
l797_1,n4776,n5673,0.000149151401468,1.818919530097864e-05,1698.1026117405274,True
l7306_1,n5671,n5677,4.177241823950515e-05,5.0941973462811164e-06,1698.1026117405274,True
l792_1,n5668,n5679,9.11468855705155e-05,1.1115473850062864e-05,1698.1026117405274,True
l805_1,n5677,n5682,5.861477764164337e-05,7.148143614834558e-06,1698.1026117405274,True
l806_1,n5681,n5682,5.042663289777186e-05,6.149589377777057e-06,1698.1026117405274,True
l803_1,n5682,n5685,3.6231129703447546e-05,4.418430451639946e-06,1698.1026117405274,True
l959_1,n5534,n5685,0.000121400024768,1.4804881069270848e-05,1698.1026117405274,True
l807_1,n5685,n5686,3.244519231948599e-05,3.956730770669024e-06,1698.1026117405274,True
l793_1,n5673,n5686,4.90608184021e-05,5.983026634402437e-06,1698.1026117405274,True
l896_1,n5688,n5690,1.9880988083500103e-05,2.424510741890256e-06,1698.1026117405274,True
l871_1,n5650,n5692,3.6026972821257175e-05,4.393533270885021e-06,1698.1026117405274,True
l6917_1,n5671,n5694,6.130360247690831e-05,7.476049082549791e-06,1698.1026117405274,True
l804_1,n5677,n5697,1.6291057709240358e-05,1.9867143547854098e-06,1698.1026117405274,True
l4313_1,n5650,n5702,4.6786061312825065e-05,5.70561723327135e-06,1698.1026117405274,True
l9498,n5668,n5732,9.795973535265629e-06,1.1946309189348325e-06,1698.1026117405274,True
l9497,n5665,n5732,1.055014448943212e-05,1.286602986516112e-06,1698.1026117405274,True
l664_1,n5692,n5733,1.0883349607434435e-05,1.3272377570041994e-06,1698.1026117405274,True
l6911_1,n5606,n5734,5.3522491885614224e-05,6.527133156782222e-06,1698.1026117405274,True
l312_1,n5679,n5734,0.000112520732458,1.3722040543667992e-05,1698.1026117405274,True
l7483_1,n4591,n5738,5.533928366534894e-05,6.748693129920602e-06,1698.1026117405274,True
l9656_1,n3478,n6853,1.8924478601047367e-05,2.3078632440301663e-06,1698.1026117405274,True
l1050_1,n4666,n6844,1.90805617145644e-05,2.326897770068829e-06,1698.1026117405274,True
l620_1,n4665,n6844,2.0477630833529345e-05,2.4972720528694315e-06,1698.1026117405274,True
l825_1,n4663,n6844,1.2294325428247854e-05,1.499307979054616e-06,1698.1026117405274,True
l9606_1,n4616,n6845,3.665181399456627e-05,4.4697334139714965e-06,1698.1026117405274,True
l632_1,n4710,n6845,1.8463715977867146e-05,2.2516726802277006e-06,1698.1026117405274,True
l9605_1,n3475,n6845,8.257076438120833e-05,1.006960541234248e-05,1698.1026117405274,True
l9611_1,n4708,n6847,5.385149323070415e-06,6.567255272037093e-07,1698.1026117405274,True
l9640_1,n4591,n6849,3.582470844328164e-05,4.3688668833270285e-06,1698.1026117405274,True
l9639_1,n4592,n6849,9.943350955341412e-05,1.2126037750416354e-05,1698.1026117405274,True
l950,n4721,n6852,2.232241142691453e-05,2.7222452959651865e-06,1698.1026117405274,False
l7487_1,n4723,n6852,2.164138085837724e-05,2.6391927876069803e-06,1698.1026117405274,True
l11450_1,n3512,n6853,9.813077089469045e-05,1.196716718227932e-05,1698.1026117405274,True
l995,n3479,n6853,8.888677225536934e-06,1.0839850275045042e-06,1698.1026117405274,True
l11418,n3488,n7151,4.211171508605803e-05,5.135575010494883e-06,1698.1026117405274,True
l7490_1,n3483,n7151,2.805666445717473e-05,3.421544445996918e-06,1698.1026117405274,True
l9492_1,n4734,n7261,1.3781203441430786e-05,1.6806345660281449e-06,1698.1026117405274,True
l9637_1,n4597,n7261,6.065200972219064e-05,7.3965865514866624e-06,1698.1026117405274,True
l9634_1,n4708,n7267,2.960138941038437e-05,3.609925537851752e-06,1698.1026117405274,True
l9633_1,n4588,n7267,4.704706083089953e-05,5.737446442792625e-06,1698.1026117405274,True
l610_1,n4606,n7269,1.7844661319455558e-05,2.1761782096897017e-06,1698.1026117405274,True
l754_1,n4607,n7269,5.453681665179808e-05,6.650831298999765e-06,1698.1026117405274,True
l9608_1,n3488,n7271,3.5380835693345454e-05,4.314736060164078e-06,1698.1026117405274,True
l9609_1,n4852,n7271,1.3941297177404108e-05,1.7001581923663545e-06,1698.1026117405274,True
l724_1,n4503,n7272,1.6516232701479873e-05,2.014174719692668e-06,1698.1026117405274,True
l9642_1,n4537,n7272,0.0002500185214362,3.0490063589784765e-05,1698.1026117405274,True
l9643_1,n4506,n7272,4.384174579476368e-05,5.346554365215082e-06,1698.1026117405274,True
l11009_1,n3457,n7273,4.147948374697152e-05,5.0584736276794535e-06,1698.1026117405274,True
l730_1,n3739,n7273,2.9645981578832502e-05,3.615363607174696e-06,1698.1026117405274,True
l11010_1,n3581,n7273,2.574541929624072e-05,3.139685280029356e-06,1698.1026117405274,True
l11350_1,n4725,n7274,1.1284372835146829e-05,1.3761430286764425e-06,1698.1026117405274,True
l772_1,n4855,n7274,1.5573993778134655e-05,1.899267533918861e-06,1698.1026117405274,True
l11351_1,n4734,n7274,2.606692923317415e-05,3.1788938089236773e-06,1698.1026117405274,True
l11021_1,n4546,n7275,7.945147156552554e-05,9.689203849454332e-06,1698.1026117405274,True
l841_1,n5539,n7275,2.469648845969152e-05,3.0117668853282343e-06,1698.1026117405274,True
l11470_1,n3512,n7276,9.97638515806452e-05,1.2166323363493315e-05,1698.1026117405274,True
l845,n3479,n7276,9.313541583835952e-06,1.1357977541263357e-06,1698.1026117405274,True
l9628_1,n3476,n7276,0.0001155544472758,1.4092005765349485e-05,1698.1026117405274,True
l9590,n3484,n7277,9.721328591861302e-06,1.1855278770562565e-06,1698.1026117405274,True
l9589,n7151,n7277,4.569794808259095e-06,5.572920497876947e-07,1698.1026117405274,True
l849,n3507,n7277,1.5233584871132614e-05,1.8577542525771484e-06,1698.1026117405274,True
l885,n3480,n7278,2.310220721861553e-05,2.8173423437336013e-06,1698.1026117405274,True
l9623_1,n3485,n7278,5.291682568084492e-05,6.4532714244932826e-06,1698.1026117405274,True
l9647_1,n3459,n7279,5.112091446450812e-05,6.23425786152538e-06,1698.1026117405274,True
l904_1,n3462,n7279,4.121160675725481e-05,5.0258057021042434e-06,1698.1026117405274,True
l9645_1,n3470,n7280,2.2088830183821355e-05,2.6937597785147995e-06,1698.1026117405274,True
l9646_1,n7279,n7280,1.5798358631880507e-05,1.926629101448841e-06,1698.1026117405274,True
l999_1,n3473,n7280,7.438436197364882e-05,9.071263655323024e-06,1698.1026117405274,True
l9625_1,n3483,n7281,4.93066941902539e-05,6.01301148661633e-06,1698.1026117405274,True
l1001_1,n3507,n7281,2.684559435240231e-05,3.2738529698051587e-06,1698.1026117405274,True
l9624_1,n7278,n7281,2.291337407678265e-05,2.7943139118027626e-06,1698.1026117405274,True
l1034_1,n4779,n7282,1.6604116594188276e-05,2.0248922675839363e-06,1698.1026117405274,True
l9630_1,n4630,n7282,1.997979811440331e-05,2.4365607456589403e-06,1698.1026117405274,True
l9631_1,n4653,n7282,3.713941062175489e-05,4.529196417287181e-06,1698.1026117405274,True
l9649_1,n4518,n7487,2.375496894808168e-05,2.896947432692888e-06,1698.1026117405274,True
l9650_1,n4516,n7487,6.219076720651304e-05,7.584239903233298e-06,1698.1026117405274,True
l6468,n4519,n7487,1.657232631592179e-05,2.021015404380706e-06,1698.1026117405274,False
l6527_1,n4534,n7489,1.9111404281962664e-05,2.330659058775935e-06,1698.1026117405274,True
l9653_1,n4506,n7489,9.303193123255328e-05,1.1345357467384553e-05,1698.1026117405274,True
l9652_1,n4528,n7489,6.035998727358696e-05,7.360974057754509e-06,1698.1026117405274,True
l879_1,n4550,n7637,2.072387233195524e-05,2.5273015038969803e-06,1698.1026117405274,True
l981_1,n4540,n7637,6.839131078485953e-05,8.340403754251164e-06,1698.1026117405274,True
l984_1,n4521,n7641,4.68375042089793e-05,5.711890757192597e-06,1698.1026117405274,True
l962_1,n4562,n7641,1.2234167920328313e-05,1.491971697601014e-06,1698.1026117405274,True
l1013_1,n4607,n7653,1.0885939949057126e-05,1.3275536523240397e-06,1698.1026117405274,True
l606_1,n4609,n7653,2.905786927084157e-05,3.543642594005069e-06,1698.1026117405274,True
l778_1,n4518,n7672,0.0001450584282481,1.7690052225384992e-05,1698.1026117405274,True
l1023_1,n4740,n7672,9.418545393113309e-05,1.1486030967211347e-05,1698.1026117405274,True
l839_1,n4764,n7672,1.396290824238875e-05,1.7027936880961897e-06,1698.1026117405274,True
l843,n5649,n7681,1.1154789922696585e-05,1.3603402344751933e-06,1698.1026117405274,False
l1029_1,n5693,n7681,2.1937557835299217e-05,2.675311931134051e-06,1698.1026117405274,True
l6804_1,n5733,n7681,1.0948320768189595e-05,1.335161069291414e-06,1698.1026117405274,True
l989_1,n4561,n7682,5.8023380421304894e-05,7.0760220025981565e-06,1698.1026117405274,True
l592_1,n4529,n7682,3.613193666614523e-05,4.406333739773809e-06,1698.1026117405274,True
l976_1,n5550,n7688,8.876794861392851e-05,1.0825359587064454e-05,1698.1026117405274,True
l7310_1,n5547,n7688,5.446608056370618e-05,6.642204946793435e-06,1698.1026117405274,True
l979_1,n5597,n7688,6.316162833142252e-05,7.70263760139299e-06,1698.1026117405274,True
l1020_1,n4613,n7704,2.5833730800106148e-05,3.1504549756227013e-06,1698.1026117405274,True
l753_1,n4848,n7704,7.442575317853512e-05,9.076311363235991e-06,1698.1026117405274,True
l890,n4615,n7704,1.4571018738943838e-05,1.7769535047492485e-06,1698.1026117405274,True
l928_1,n4845,n7711,2.090187721038579e-05,2.549009415900706e-06,1698.1026117405274,True
l1014_1,n4609,n7711,1.4038487620154483e-05,1.7120106853846931e-06,1698.1026117405274,True
l1021_1,n4619,n7712,5.9461468995873095e-05,7.2513986580333025e-06,1698.1026117405274,True
l755_1,n4615,n7712,7.588396622758152e-05,9.254142222875797e-06,1698.1026117405274,True
l818_1,n5598,n7721,1.59256166915947e-05,1.942148377023744e-06,1698.1026117405274,True
l613_1,n4641,n7724,1.5951582610423322e-05,1.945314952490649e-06,1698.1026117405274,True
l955_1,n4639,n7724,1.4499631292741963e-05,1.7682477186270684e-06,1698.1026117405274,True
l1004_1,n4759,n7745,1.452535980406048e-05,1.7713853419585952e-06,1698.1026117405274,True
l7479_1,n4854,n7745,1.5987763268722848e-05,1.94972722789303e-06,1698.1026117405274,True
l648_1,n7745,n7756,5.231974481596286e-05,6.380456684873518e-06,1698.1026117405274,True
l893,n4714,n7756,9.405818415544769e-05,1.1470510262859472e-05,1698.1026117405274,True
l662,n4736,n7756,8.211499593720304e-05,1.0014023894780856e-05,1698.1026117405274,True
l915_1,n5555,n7760,1.6369824478096193e-05,1.996320058304414e-06,1698.1026117405274,True
l589_1,n5547,n7760,5.9724772343805663e-05,7.283508822415326e-06,1698.1026117405274,True
l973_1,n5534,n7760,3.1782227888096856e-05,3.875881449767909e-06,1698.1026117405274,True
l519,n3495,n7783,1.553759148319165e-05,1.894828229657518e-06,1698.1026117405274,True
l659,n3476,n7783,2.8839997382991368e-05,3.517072851584314e-06,1698.1026117405274,True
l958_1,n5693,n7786,4.1747939599309855e-05,5.0912121462573e-06,1698.1026117405274,True
l957_1,n4695,n7786,1.0958564661428344e-05,1.336410324564432e-06,1698.1026117405274,True
l988_1,n4537,n7788,8.958301184268577e-05,1.0924757541790948e-05,1698.1026117405274,True
l7316_1,n4558,n7788,1.7340997812124616e-05,2.1147558307469045e-06,1698.1026117405274,True
l1016_1,n4602,n7791,2.7699159331002087e-05,3.377946259878304e-06,1698.1026117405274,True
l1017_1,n4788,n7791,8.477073336455635e-06,1.0337894312750774e-06,1698.1026117405274,True
l625_1,n4586,n7798,1.4401402512695973e-05,1.7562685991092649e-06,1698.1026117405274,True
l1008_1,n4722,n7798,7.966613116692319e-06,9.715381849624778e-07,1698.1026117405274,True
l862_1,n4790,n7800,3.008652823076521e-05,3.669088808629904e-06,1698.1026117405274,True
l1048_1,n4693,n7800,2.485028140156396e-05,3.0305221221419462e-06,1698.1026117405274,True
l889_1,n4508,n7805,1.7145780511845025e-05,2.0909488429079296e-06,1698.1026117405274,True
l985_1,n4559,n7805,1.3527904033746135e-05,1.6497443943592849e-06,1698.1026117405274,True
l811_1,n4521,n7805,4.060669282847488e-05,4.952035710789618e-06,1698.1026117405274,True
l994_1,n3501,n7850,4.279350530684957e-05,5.218720159371897e-06,1698.1026117405274,True
l637_1,n3500,n7850,4.529493548461773e-05,5.523772620075332e-06,1698.1026117405274,True
l738_1,n3498,n7850,2.043591212567621e-05,2.4921844055702697e-06,1698.1026117405274,True
l638_1,n3306,n7857,6.219381192041947e-05,7.584611209807249e-06,1698.1026117405274,True
l991_1,n3315,n7857,1.5375003651056007e-05,1.875000445250732e-06,1698.1026117405274,True
l578_1,n3312,n7857,3.868954603251744e-05,4.718237321038711e-06,1698.1026117405274,True
l1042_1,n4745,n7863,1.5187755585836424e-05,1.8521653153459048e-06,1698.1026117405274,True
l945_1,n4750,n7863,1.0578938323522705e-05,1.2901144296978906e-06,1698.1026117405274,True
l646_1,n4747,n7863,2.9127415373698247e-05,3.552123826060763e-06,1698.1026117405274,True
l7311_1,n7637,n7870,3.135033013758897e-05,3.823210992388898e-06,1698.1026117405274,True
l878_1,n4546,n7870,6.448170123767374e-05,7.863622102155333e-06,1698.1026117405274,True
l873_1,n4579,n7870,1.1134202288277536e-05,1.3578295473509188e-06,1698.1026117405274,True
l971_1,n5668,n7871,6.360872386603608e-06,7.75716144707757e-07,1698.1026117405274,True
l883_1,n5647,n7871,8.662458529569285e-06,1.0563973816547909e-06,1698.1026117405274,True
l972_1,n5681,n7871,7.102777107040412e-05,8.661923301268795e-06,1698.1026117405274,True
l7485,n5665,n7871,1.809371897394275e-05,2.2065510943832617e-06,1698.1026117405274,True
l1049_1,n7800,n7873,8.895066670823986e-06,1.084764228149267e-06,1698.1026117405274,True
l529_1,n4699,n7873,4.500399942281391e-05,5.488292612538282e-06,1698.1026117405274,True
l6913_1,n5668,n7878,6.510786324000625e-05,7.93998332195198e-06,1698.1026117405274,True
l6912_1,n5671,n7878,4.0555148000085705e-05,4.945749756108013e-06,1698.1026117405274,True
l1007_1,n4620,n7890,1.712372889491105e-05,2.0882596213306164e-06,1698.1026117405274,True
l642_1,n4725,n7890,4.876174793897072e-05,5.946554626703746e-06,1698.1026117405274,True
l643_1,n4588,n7890,2.7140951722295544e-05,3.309872161255554e-06,1698.1026117405274,True
l1040_1,n4739,n7897,9.62854897901097e-06,1.1742132901232889e-06,1698.1026117405274,True
l782_1,n4754,n7897,6.379907374214828e-05,7.780374846603449e-06,1698.1026117405274,True
l838_1,n4731,n7897,1.9338094271350983e-05,2.3583041794330472e-06,1698.1026117405274,True
l909_1,n4514,n7907,1.9122862577602828e-05,2.3320564119027843e-06,1698.1026117405274,True
l986_1,n4516,n7907,6.84879613705519e-05,8.352190411042916e-06,1698.1026117405274,True
l910_1,n4521,n7907,8.86305569820557e-05,1.0808604510006794e-05,1698.1026117405274,True
l1006_1,n4729,n7913,8.951353955417477e-06,1.091628531148473e-06,1698.1026117405274,True
l582_1,n4734,n7913,4.397723320967015e-05,5.363077220691482e-06,1698.1026117405274,True
l951_1,n4726,n7913,3.804072844821863e-05,4.639113225392514e-06,1698.1026117405274,True
l813_1,n7682,n7916,0.0001116626532691,1.3617396740138833e-05,1698.1026117405274,True
l11024_1,n6850,n7916,1.4848868633699726e-05,1.810837638256064e-06,1698.1026117405274,True
l868_1,n4527,n7933,1.1609277399355878e-05,1.4157655365068143e-06,1698.1026117405274,True
l983_1,n4507,n7933,6.712083263566374e-05,8.185467394593139e-06,1698.1026117405274,True
l810_1,n7641,n7933,8.138142474557759e-05,9.924563993363124e-06,1698.1026117405274,True
l11022_1,n7275,n7934,3.7107398473313545e-05,4.525292496745554e-06,1698.1026117405274,True
l593_1,n5596,n7934,0.0001436291240774,1.7515746838716942e-05,1698.1026117405274,True
l7314_1,n5599,n7934,1.213714045290341e-05,1.480139079622367e-06,1698.1026117405274,True
l874_1,n5592,n7939,1.0002482146384683e-05,1.2198148959005708e-06,1698.1026117405274,True
l6918_1,n5552,n7939,9.52537023493012e-05,1.1616305164548925e-05,1698.1026117405274,True
l7307_1,n5596,n7939,1.5438274331855284e-05,1.882716381933571e-06,1698.1026117405274,True
l1045_1,n4705,n7941,3.3780876994169124e-05,4.119619145630381e-06,1698.1026117405274,True
l923_1,n4697,n7941,4.827809534057832e-05,5.887572602509551e-06,1698.1026117405274,True
l993_1,n3501,n7944,5.709835896997525e-05,6.963214508533568e-06,1698.1026117405274,True
l739_1,n7783,n7944,6.346763373672736e-05,7.739955333747235e-06,1698.1026117405274,True
l548_1,n3492,n7944,2.0158170467108303e-05,2.4583134715985737e-06,1698.1026117405274,True
l966,n3481,n7959,9.745458123425105e-06,1.18847050285672e-06,1698.1026117405274,True
l732_1,n3483,n7959,0.0001043942471307,1.2731005747651994e-05,1698.1026117405274,True
l1002_1,n3477,n7959,9.291811506555829e-05,1.13314774470193e-05,1698.1026117405274,True
l205_1,n4510,n7961,0.0001164775713427,1.4204581871071704e-05,1698.1026117405274,True
l802_1,n5556,n7967,7.030774345336944e-05,8.574115055288955e-06,1698.1026117405274,True
l869_1,n5536,n7967,1.786911419807667e-05,2.1791602680581303e-06,1698.1026117405274,True
l886,n4682,n7976,1.1714131429044509e-05,1.428552613298111e-06,1698.1026117405274,False
l527_1,n4681,n7976,6.695156542501947e-05,8.164825051831642e-06,1698.1026117405274,True
l1037_1,n4649,n7976,5.896144699277695e-05,7.190420364972798e-06,1698.1026117405274,True
l1032_1,n4627,n7983,4.34000417603565e-05,5.292688019555671e-06,1698.1026117405274,True
l576_1,n4836,n7983,5.589067871799716e-05,6.815936429024044e-06,1698.1026117405274,True
l836,n4626,n7983,1.2610948416886677e-05,1.5379205386447169e-06,1698.1026117405274,False
l1022_1,n4737,n7998,2.714825663357837e-05,3.310763004094924e-06,1698.1026117405274,True
l780_1,n4738,n7998,1.6607743049452787e-05,2.02533451822595e-06,1698.1026117405274,True
l585_1,n4739,n7998,4.643217335928958e-05,5.662460165767023e-06,1698.1026117405274,True
l1031,n7786,n8002,8.303133022440246e-06,1.0125771978585664e-06,1698.1026117405274,True
l1030,n5693,n8002,3.560714801521577e-05,4.342335123806802e-06,1698.1026117405274,True
l587,n7941,n8002,6.85195673201995e-05,8.35604479514628e-06,1698.1026117405274,True
l530,n4736,n8013,0.0001043696059586,1.2728000726665948e-05,1698.1026117405274,True
l967,n4712,n8013,1.2453629232595417e-05,1.5187352722677338e-06,1698.1026117405274,True
l9612_1,n6847,n8013,3.666385335530235e-05,4.471201628695408e-06,1698.1026117405274,True
l645_1,n4697,n8015,2.534084547310124e-05,3.090347008914785e-06,1698.1026117405274,True
