index,node,mc_el,mc_heat,g_max,h_max,eta,plant_type,heatarea,storage_capacity
p350,n4634,30.881359648420595,0.0,129.0,0.0,0.2967999999999993,conventional,,
p351,n4634,30.881359648420595,0.0,130.0,0.0,0.2967999999999993,conventional,,
p352,n4634,30.531044000811,0.0,124.0,0.0,0.3039999999999994,conventional,,
p353,n4625,31.12450110246928,0.0,123.0,0.0,0.2919999999999989,conventional,,
p354,n4625,30.64595744489866,0.0,135.0,0.0,0.3015999999999996,conventional,,
p355,n4634,30.531044000811,0.0,128.0,0.0,0.3039999999999994,conventional,,
p356,n4634,30.306575770650127,0.0,136.0,0.0,0.3087999999999988,conventional,,
p357,n4634,30.64595744489866,0.0,130.0,0.0,0.3015999999999996,conventional,,
p358,n4634,30.531044000811,0.0,132.0,0.0,0.3039999999999994,conventional,,
p359,n4634,30.088979016922718,0.0,135.0,0.0,0.3135999999999992,conventional,,
p360,n4634,30.306575770650127,0.0,138.0,0.0,0.3087999999999988,conventional,,
p361,n4634,30.306575770650127,0.0,131.0,0.0,0.3087999999999988,conventional,,
p362,n4634,30.088979016922718,0.0,133.0,0.0,0.3135999999999992,conventional,,
p363,n4553,29.67317531920601,0.0,60.0,0.0,0.323199999999999,conventional,,
p364,n4779,27.54641319100986,0.0,45.0,0.0,0.3831999999999995,conventional,,
p365,n4779,27.61861587166461,0.0,66.0,0.0,0.3807999999999989,conventional,,
p366,n5539,98.14589679620924,0.0,37.5,0.0,0.4244999999999992,conventional,,
p367,n5539,98.14589679620924,0.0,37.5,0.0,0.4244999999999992,conventional,,
p368,n5539,98.14589679620924,0.0,37.5,0.0,0.4244999999999992,conventional,,
p369,n5539,98.14589679620924,0.0,37.5,0.0,0.4244999999999992,conventional,,
p370,n4763,116.96655728926702,0.0,20.0,0.0,0.3472499999999998,conventional,,
p371,n3484,93.21865884763191,0.0,65.0,0.0,0.449349999999999,conventional,,
p372,n3484,114.97708613410568,0.0,50.0,0.0,0.3570499999999992,conventional,,
p373,n3484,112.9117602854642,0.0,57.0,0.0,0.3641499999999986,conventional,,
p374,n3484,110.92543141204328,0.0,81.0,0.0,0.3712499999999989,conventional,,
p375,n5552,101.49342223055116,0.0,15.1,0.0,0.4047499999999999,conventional,,
p376,n7261,83.77318103988509,0.0,47.0,0.0,0.506149999999999,conventional,,
p377,n3498,109.99408120317244,0.0,29.0,0.0,0.371,conventional,,
p378,n3498,88.80783533609444,0.0,28.8,0.0,0.4741999999999988,conventional,,
p379,n3498,106.67123440306764,0.0,18.0,0.0,0.3835000000000002,conventional,,
p380,n4764,101.20572432151602,0.0,9.7,0.0,0.4060000000000001,conventional,,
p381,n7272,96.05745475791632,0.0,17.8,0.0,0.4297499999999998,conventional,,
p382,n4741,83.77318103988509,0.0,78.0,0.0,0.506149999999999,conventional,,
p383,n4630,100.9197925138256,0.0,3.0,0.0,0.4072499999999999,conventional,,
p384,n4544,93.88891857626452,0.0,444.0,1210.0,0.4457999999999993,conventional,,
p385,n5539,110.92543141204328,0.0,211.0,300.0,0.3712499999999989,conventional,,
p386,n4544,107.9740361603611,0.0,144.0,240.0,0.3784999999999998,conventional,,
p387,n4544,107.31836099773368,0.0,144.0,240.0,0.3810000000000002,conventional,,
p388,n4503,95.26198084688728,0.0,66.0,0.0,0.438699999999999,conventional,,
p389,n4750,106.0324902772444,0.0,23.0,0.0,0.3860000000000001,conventional,,
p390,n4750,88.21517523445453,0.0,37.5,0.0,0.4777499999999985,conventional,,
p391,n4750,109.99408120317244,0.0,41.0,0.0,0.371,conventional,,
p392,n7682,91.26995154095076,0.0,106.0,110.0,0.4599999999999991,conventional,,
p393,n4675,98.42326963377542,0.0,20.7,0.0,0.4184999999999998,conventional,,
p394,n4677,95.80221022954636,0.0,44.0,0.0,0.431,conventional,,
p395,n5667,132.66717325700083,0.0,22.1,0.0,0.3035000000000001,conventional,,
p396,n4657,96.05745475791632,0.0,95.0,0.0,0.4297499999999998,conventional,,
p397,n4556,100.35316254959211,0.0,36.0,0.0,0.4097499999999998,conventional,,
p398,n4534,95.26198084688728,0.0,160.0,0.0,0.438699999999999,conventional,,
p399,n4776,114.97708613410568,0.0,20.0,0.0,0.3570499999999992,conventional,,
p400,n4776,85.37925777534589,0.0,74.0,0.0,0.4954999999999989,conventional,,
p401,n4776,121.69716125949228,0.0,25.0,0.0,0.3357499999999991,conventional,,
p402,n5662,107.9740361603611,0.0,155.0,0.0,0.3784999999999998,conventional,,
p403,n5739,90.02018114452287,0.0,14.8,0.0,0.4670999999999994,conventional,,
p404,n5645,82.23329903055688,0.0,444.5,0.0,0.516799999999999,conventional,,
p405,n4855,99.79340499244448,0.0,11.4,0.0,0.4122500000000002,conventional,,
p406,n4731,93.88891857626452,0.0,13.5,0.0,0.4457999999999993,conventional,,
p407,n3318,90.64028079111644,0.0,120.0,350.0,0.4635499999999988,conventional,,
p408,n3318,98.9663833853248,0.0,47.5,0.0,0.4159999999999999,conventional,,
p409,n4676,97.40697965629133,0.0,10.2,0.0,0.4280499999999989,conventional,,
p411,n4521,103.55816328478772,0.0,57.2,0.0,0.3959999999999999,conventional,,
p412,n4725,83.77318103988509,0.0,94.6,0.0,0.506149999999999,conventional,,
p413,n7890,91.909416709284,0.0,10.0,0.0,0.4564499999999993,conventional,,
p414,n3319,92.55890661308916,0.0,6.7,0.0,0.4528999999999987,conventional,,
p415,n3319,92.55890661308916,0.0,6.7,0.0,0.4528999999999987,conventional,,
p416,n4623,91.26995154095076,0.0,586.3,480.0,0.4599999999999991,conventional,,
p417,n4691,98.42326963377542,0.0,26.0,0.0,0.4184999999999998,conventional,,
p418,n4527,94.56993883417552,0.0,263.0,455.0,0.4422499999999987,conventional,,
p419,n4664,98.9663833853248,0.0,40.0,0.0,0.4159999999999999,conventional,,
p420,n4664,88.21517523445453,0.0,234.0,167.0,0.4777499999999985,conventional,,
p421,n4627,96.5724244090688,0.0,14.0,0.0,0.4272499999999999,conventional,,
p422,n4627,109.65175434008567,0.0,2.9,0.0,0.3722500000000002,conventional,,
p423,n4633,91.26995154095076,0.0,100.0,75.0,0.4599999999999991,conventional,,
p424,n4633,111.90900723371333,0.0,64.7,0.0,0.3676999999999992,conventional,,
p425,n4633,111.90900723371333,0.0,66.7,0.0,0.3676999999999992,conventional,,
p426,n4633,106.67123440306764,0.0,293.0,140.0,0.3835000000000002,conventional,,
p427,n4654,116.57589223936267,0.0,84.0,0.0,0.3485,conventional,,
p428,n4664,96.3141884608975,0.0,16.9,0.0,0.4285000000000001,conventional,,
p429,n4633,82.23329903055688,0.0,595.0,0.0,0.516799999999999,conventional,,
p430,n3476,106.67123440306764,0.0,4.0,0.0,0.3835000000000002,conventional,,
p431,n4496,101.49342223055116,0.0,46.6,0.0,0.4047499999999999,conventional,,
p432,n7672,101.49342223055116,0.0,22.1,0.0,0.4047499999999999,conventional,,
p433,n8051,108.08441939611158,0.0,321.0,0.0,0.381899999999999,conventional,,
p434,n4757,97.3562787452533,0.0,57.0,0.0,0.4235000000000002,conventional,,
p435,n5651,112.9117602854642,0.0,52.0,0.0,0.3641499999999986,conventional,,
p436,n5651,107.6451194560016,0.0,433.0,0.0,0.37975,conventional,,
p437,n4518,100.63561059479903,0.0,11.0,0.0,0.4085000000000001,conventional,,
p438,n4518,91.26995154095076,0.0,76.5,0.0,0.4599999999999991,conventional,,
p439,n4518,83.25273697316561,0.0,32.6,0.0,0.5096999999999987,conventional,,
p440,n4654,99.51606441319277,0.0,10.2,0.0,0.4135,conventional,,
p441,n4765,88.21517523445453,0.0,21.6,0.0,0.4777499999999985,conventional,,
p442,n4765,83.25273697316561,0.0,6.7,0.0,0.5096999999999987,conventional,,
p443,n4625,87.63125788519689,0.0,272.0,0.0,0.4812999999999992,conventional,,
p444,n4625,87.63125788519689,0.0,272.0,0.0,0.4812999999999992,conventional,,
p445,n5695,95.29613716810698,0.0,75.0,0.0,0.4335,conventional,,
p446,n4782,88.21517523445453,0.0,70.0,0.0,0.4777499999999985,conventional,,
p447,n4782,95.26198084688728,0.0,99.0,150.0,0.438699999999999,conventional,,
p448,n4782,112.9117602854642,0.0,56.0,0.0,0.3641499999999986,conventional,,
p449,n7641,96.05745475791632,0.0,13.4,0.0,0.4297499999999998,conventional,,
p450,n3455,92.55890661308916,0.0,60.1,0.0,0.4528999999999987,conventional,,
p451,n3455,99.24039556739032,0.0,27.0,0.0,0.4147500000000002,conventional,,
p452,n4715,102.3672777248272,0.0,26.2,0.0,0.4010000000000002,conventional,,
p453,n4715,96.3141884608975,0.0,8.0,0.0,0.4285000000000001,conventional,,
p454,n7907,100.63561059479903,0.0,74.0,0.0,0.4085000000000001,conventional,,
p455,n4762,100.0724325581881,0.0,18.8,0.0,0.411,conventional,,
p456,n5552,93.88891857626452,0.0,14.7,0.0,0.4457999999999993,conventional,,
p457,n7273,98.42326963377542,0.0,40.0,0.0,0.4184999999999998,conventional,,
p458,n4734,106.3508247441102,0.0,622.0,0.0,0.3847499999999999,conventional,,
p459,n4746,101.20572432151602,0.0,22.0,0.0,0.4060000000000001,conventional,,
p460,n4690,106.27683463019096,0.0,230.0,108.0,0.3889999999999993,conventional,,
p461,n4497,98.15413881704572,0.0,97.0,0.0,0.41975,conventional,,
p462,n4497,83.77318103988509,0.0,54.0,0.0,0.506149999999999,conventional,,
p463,n5697,85.93006967333919,0.0,127.0,170.0,0.4919499999999992,conventional,,
p464,n5697,101.78290265451204,0.0,22.5,0.0,0.4035000000000002,conventional,,
p465,n4645,86.48888886960403,0.0,417.1,0.0,0.4883999999999986,conventional,,
p466,n4645,86.48888886960403,0.0,420.9,0.0,0.4883999999999986,conventional,,
p467,n4756,83.77318103988509,0.0,230.0,185.0,0.506149999999999,conventional,,
p468,n4756,106.99373961244343,0.0,102.0,280.0,0.38225,conventional,,
p469,n7267,98.9663833853248,0.0,13.5,0.0,0.4159999999999999,conventional,,
p470,n3497,104.471251448352,0.0,11.1,0.0,0.3922500000000002,conventional,,
p471,n3497,95.80221022954636,0.0,18.9,0.0,0.431,conventional,,
p472,n4690,87.05589124890159,0.0,417.0,0.0,0.4848499999999989,conventional,,
p473,n4740,119.36435991437624,0.0,109.5,299.0,0.3428499999999985,conventional,,
p474,n4770,99.51606441319277,0.0,15.8,0.0,0.4135,conventional,,
p475,n7282,87.63125788519689,0.0,800.0,0.0,0.4812999999999992,conventional,,
p476,n7282,83.77318103988509,0.0,430.0,0.0,0.506149999999999,conventional,,
p477,n4726,84.3009771815622,0.0,96.5,126.0,0.5025999999999993,conventional,,
p478,n4726,89.40943602356593,0.0,86.0,0.0,0.4706499999999991,conventional,,
p479,n7487,93.88891857626452,0.0,182.0,225.0,0.4457999999999993,conventional,,
p480,n4605,102.66220623123397,0.0,11.6,0.0,0.39975,conventional,,
p481,n4640,98.42326963377542,0.0,11.4,0.0,0.4184999999999998,conventional,,
p482,n3467,92.55890661308916,0.0,353.0,0.0,0.4528999999999987,conventional,,
p483,n3466,104.16495503770275,0.0,37.0,0.0,0.3934999999999999,conventional,,
p484,n4742,103.2576314348543,0.0,50.0,0.0,0.3972500000000001,conventional,,
p485,n5683,108.6384304075978,0.0,31.0,0.0,0.3759999999999999,conventional,,
p486,n4751,106.27683463019096,0.0,201.5,0.0,0.3889999999999993,conventional,,
p487,n4504,101.20572432151602,0.0,23.4,0.0,0.4060000000000001,conventional,,
p488,n4659,95.26198084688728,0.0,35.0,0.0,0.438699999999999,conventional,,
p489,n4651,88.21517523445453,0.0,413.0,370.0,0.4777499999999985,conventional,,
p490,n4651,88.80783533609444,0.0,108.0,80.0,0.4741999999999988,conventional,,
p491,n4651,110.33872264951182,0.0,15.5,0.0,0.3697500000000002,conventional,,
p492,n4659,90.64028079111644,0.0,15.8,0.0,0.4635499999999988,conventional,,
p493,n4651,95.29613716810698,0.0,459.9,0.0,0.4335,conventional,,
p494,n4639,98.15413881704572,0.0,25.8,0.0,0.41975,conventional,,
p495,n4639,100.9197925138256,0.0,14.0,0.0,0.4072499999999999,conventional,,
p496,n4639,96.05745475791632,0.0,12.6,0.0,0.4297499999999998,conventional,,
p497,n4562,95.9653143643451,0.0,12.8,0.0,0.4351499999999992,conventional,,
p498,n4772,91.26995154095076,0.0,13.0,0.0,0.4599999999999991,conventional,,
p499,n4745,105.40196679654116,0.0,10.2,0.0,0.3885,conventional,,
p500,n4590,112.9117602854642,0.0,56.0,0.0,0.3641499999999986,conventional,,
p501,n4496,93.88891857626452,0.0,167.0,200.0,0.4457999999999993,conventional,,
p502,n4752,105.40196679654116,0.0,11.3,0.0,0.3885,conventional,,
p503,n4745,99.24039556739032,0.0,12.8,0.0,0.4147500000000002,conventional,,
p504,n4497,92.55890661308916,0.0,52.0,0.0,0.4528999999999987,conventional,,
p505,n4497,95.26198084688728,0.0,35.0,0.0,0.438699999999999,conventional,,
p506,n4497,95.26198084688728,0.0,35.0,0.0,0.438699999999999,conventional,,
p507,n4497,95.26198084688728,0.0,37.0,0.0,0.438699999999999,conventional,,
p508,n4651,105.08973836350536,0.0,27.0,0.0,0.3897499999999998,conventional,,
p509,n4695,84.83628229549856,0.0,116.0,0.0,0.4990499999999986,conventional,,
p510,n4695,84.83628229549856,0.0,116.0,0.0,0.4990499999999986,conventional,,
p511,n4695,112.9117602854642,0.0,359.0,37.0,0.3641499999999986,conventional,,
p512,n4695,111.90900723371333,0.0,359.0,37.0,0.3676999999999992,conventional,,
p513,n4695,85.37925777534589,0.0,887.0,50.0,0.4954999999999989,conventional,,
p514,n4695,100.63561059479903,0.0,66.0,0.0,0.4085000000000001,conventional,,
p515,n5551,95.80221022954636,0.0,37.7,0.0,0.431,conventional,,
p516,n4586,96.68021801149251,0.0,43.0,0.0,0.4315999999999986,conventional,,
p517,n4586,88.21517523445453,0.0,490.0,540.0,0.4777499999999985,conventional,,
p518,n4586,93.21865884763191,0.0,390.0,420.0,0.449349999999999,conventional,,
p519,n4586,97.3562787452533,0.0,12.5,0.0,0.4235000000000002,conventional,,
p520,n4586,89.40943602356593,0.0,12.0,0.0,0.4706499999999991,conventional,,
p521,n4619,90.64028079111644,0.0,434.2,115.0,0.4635499999999988,conventional,,
p522,n4619,109.01365221485486,0.0,335.0,45.0,0.3783499999999993,conventional,,
p523,n7798,88.21517523445453,0.0,17.2,0.0,0.4777499999999985,conventional,,
p524,n4674,112.9117602854642,0.0,61.1,0.0,0.3641499999999986,conventional,,
p525,n4674,111.90900723371333,0.0,77.6,0.0,0.3676999999999992,conventional,,
p526,n4674,95.29613716810698,0.0,60.6,0.0,0.4335,conventional,,
p527,n4613,96.68021801149251,0.0,42.0,0.0,0.4315999999999986,conventional,,
p528,n4641,100.9197925138256,0.0,24.0,0.0,0.4072499999999999,conventional,,
p529,n4560,100.0724325581881,0.0,34.3,0.0,0.411,conventional,,
p530,n3314,106.27683463019096,0.0,79.7,0.0,0.3889999999999993,conventional,,
p531,n3314,106.27683463019096,0.0,97.9,0.0,0.3889999999999993,conventional,,
p532,n3314,106.27683463019096,0.0,97.9,0.0,0.3889999999999993,conventional,,
p533,n3314,88.80783533609444,0.0,124.9,0.0,0.4741999999999988,conventional,,
p534,n3314,88.80783533609444,0.0,123.9,0.0,0.4741999999999988,conventional,,
p535,n3314,88.80783533609444,0.0,127.6,0.0,0.4741999999999988,conventional,,
p536,n7857,101.78290265451204,0.0,11.1,0.0,0.4035000000000002,conventional,,
p537,n7857,98.69401297786708,0.0,7.4,0.0,0.4172500000000001,conventional,,
p538,n7857,95.54844195640118,0.0,17.2,0.0,0.4322500000000002,conventional,,
p539,n4699,88.21517523445453,0.0,100.2,120.0,0.4777499999999985,conventional,,
p540,n5596,93.21865884763191,0.0,75.0,0.0,0.449349999999999,conventional,,
p541,n4633,101.78290265451204,0.0,18.9,0.0,0.4035000000000002,conventional,,
p542,n3316,100.63561059479903,0.0,25.4,0.0,0.4085000000000001,conventional,,
p543,n4770,114.66386350674456,0.0,30.6,0.0,0.3547500000000001,conventional,,
p544,n7941,100.9197925138256,0.0,18.1,0.0,0.4072499999999999,conventional,,
p545,n4576,98.89727696426232,0.0,37.5,0.0,0.4209499999999986,conventional,,
p546,n4576,100.43870927712184,0.0,36.5,0.0,0.4138499999999991,conventional,,
p547,n4576,100.43870927712184,0.0,36.5,0.0,0.4138499999999991,conventional,,
p548,n4576,100.43870927712184,0.0,36.5,0.0,0.4138499999999991,conventional,,
p549,n4576,100.43870927712184,0.0,36.5,0.0,0.4138499999999991,conventional,,
p550,n4760,88.21517523445453,0.0,75.0,0.0,0.4777499999999985,conventional,,
p551,n4760,88.21517523445453,0.0,75.0,0.0,0.4777499999999985,conventional,,
p552,n4760,112.9117602854642,0.0,383.0,0.0,0.3641499999999986,conventional,,
p553,n4760,109.96048789649343,0.0,440.0,0.0,0.3747999999999987,conventional,,
p554,n4500,95.9653143643451,0.0,4.2,0.0,0.4351499999999992,conventional,,
p555,n4500,95.9653143643451,0.0,4.2,0.0,0.4351499999999992,conventional,,
p556,n4500,95.26198084688728,0.0,5.1,0.0,0.438699999999999,conventional,,
p557,n4500,94.56993883417552,0.0,5.1,0.0,0.4422499999999987,conventional,,
p558,n4662,107.9740361603611,0.0,23.1,0.0,0.3784999999999998,conventional,,
p559,n4662,100.9197925138256,0.0,24.5,0.0,0.4072499999999999,conventional,,
p560,n4597,223.9444406708251,0.0,36.0,0.0,0.1759999999999992,conventional,,
p561,n4597,94.56993883417552,0.0,64.0,0.0,0.4422499999999987,conventional,,
p562,n8061,101.78290265451204,0.0,30.0,0.0,0.4035000000000002,conventional,,
p563,n3308,102.66220623123397,0.0,5.3,0.0,0.39975,conventional,,
p564,n3308,103.2576314348543,0.0,5.3,0.0,0.3972500000000001,conventional,,
p565,n3505,106.27683463019096,0.0,41.2,0.0,0.3889999999999993,conventional,,
p566,n4740,111.3867716379704,0.0,35.0,0.0,0.3660000000000001,conventional,,
p567,n4740,96.05745475791632,0.0,17.3,0.0,0.4297499999999998,conventional,,
p568,n3324,85.37925777534589,0.0,97.9,150.0,0.4954999999999989,conventional,,
p569,n4543,100.63561059479903,0.0,81.8,0.0,0.4085000000000001,conventional,,
p570,n3304,99.24039556739032,0.0,24.0,0.0,0.4147500000000002,conventional,,
p571,n3304,99.51606441319277,0.0,15.1,0.0,0.4135,conventional,,
p572,n3481,96.5724244090688,0.0,9.8,0.0,0.4272499999999999,conventional,,
p573,n4643,110.92543141204328,0.0,79.0,0.0,0.3712499999999989,conventional,,
p574,n3848,105.40196679654116,0.0,16.0,0.0,0.3885,conventional,,
p575,n3304,96.5724244090688,0.0,9.8,0.0,0.4272499999999999,conventional,,
p576,n3304,96.05745475791632,0.0,9.2,0.0,0.4297499999999998,conventional,,
p577,n3304,96.3141884608975,0.0,4.3,0.0,0.4285000000000001,conventional,,
p578,n5542,93.88891857626452,0.0,108.0,120.0,0.4457999999999993,conventional,,
p579,n4575,121.45715539663728,0.0,26.5,0.0,0.3334999999999999,conventional,,
p580,n4619,91.909416709284,0.0,112.1,88.0,0.4564499999999993,conventional,,
p581,n4583,84.3009771815622,0.0,75.0,0.0,0.5025999999999993,conventional,,
p582,n7711,96.3141884608975,0.0,38.6,0.0,0.4285000000000001,conventional,,
p583,n8046,108.97395171857718,0.0,82.0,0.0,0.3747500000000001,conventional,,
p584,n8046,95.54844195640118,0.0,65.0,0.0,0.4322500000000002,conventional,,
p585,n4556,95.26198084688728,0.0,122.0,209.0,0.438699999999999,conventional,,
p586,n5534,101.20572432151602,0.0,44.9,0.0,0.4060000000000001,conventional,,
p587,n5534,101.20572432151602,0.0,23.0,0.0,0.4060000000000001,conventional,,
p588,n3475,96.05745475791632,0.0,95.0,102.0,0.4297499999999998,conventional,,
p589,n5670,83.25273697316561,0.0,173.0,0.0,0.5096999999999987,conventional,,
p590,n5670,84.3009771815622,0.0,30.7,0.0,0.5025999999999993,conventional,,
p591,n4503,93.88891857626452,0.0,123.0,160.0,0.4457999999999993,conventional,,
p592,n5556,100.9197925138256,0.0,11.4,0.0,0.4072499999999999,conventional,,
p593,n5556,101.20572432151602,0.0,22.0,0.0,0.4060000000000001,conventional,,
p594,n3483,102.95898497921164,0.0,12.2,0.0,0.3984999999999998,conventional,,
p595,n3483,108.97395171857718,0.0,11.3,0.0,0.3747500000000001,conventional,,
p596,n3483,109.31171882146418,0.0,11.6,0.0,0.3734999999999999,conventional,,
p597,n4783,100.9197925138256,0.0,13.5,0.0,0.4072499999999999,conventional,,
p598,n7959,99.51606441319277,0.0,13.4,0.0,0.4135,conventional,,
p599,n4740,110.33872264951182,0.0,33.6,0.0,0.3697500000000002,conventional,,
p600,n5658,102.66220623123397,0.0,58.1,0.0,0.39975,conventional,,
p602,n3305,107.31836099773368,0.0,415.0,25.0,0.3810000000000002,conventional,,
p603,n3305,85.37925777534589,0.0,846.0,0.0,0.4954999999999989,conventional,,
p604,n3305,84.83628229549856,0.0,545.0,0.0,0.4990499999999986,conventional,,
p605,n7641,97.620657482285,0.0,13.5,0.0,0.42225,conventional,,
p606,n8028,112.9117602854642,0.0,55.0,0.0,0.3641499999999986,conventional,,
p607,n8028,112.9117602854642,0.0,55.0,0.0,0.3641499999999986,conventional,,
p608,n8028,112.9117602854642,0.0,55.0,0.0,0.3641499999999986,conventional,,
p609,n8028,112.9117602854642,0.0,55.0,0.0,0.3641499999999986,conventional,,
p610,n8028,107.6451194560016,0.0,355.0,0.0,0.37975,conventional,,
p611,n8028,112.9117602854642,0.0,355.0,0.0,0.3641499999999986,conventional,,
p612,n8028,112.9117602854642,0.0,355.0,0.0,0.3641499999999986,conventional,,
p613,n8028,102.85264503641596,0.0,112.0,0.0,0.4031999999999991,conventional,,
p614,n4652,93.88891857626452,0.0,51.9,0.0,0.4457999999999993,conventional,,
p615,n4619,97.88660616431096,0.0,25.0,0.0,0.4209999999999998,conventional,,
p616,n4762,106.99373961244343,0.0,13.2,0.0,0.38225,conventional,,
p617,n3466,96.05745475791632,0.0,13.0,0.0,0.4297499999999998,conventional,,
p618,n7682,100.35316254959211,0.0,40.0,0.0,0.4097499999999998,conventional,,
p619,n4775,95.54844195640118,0.0,10.4,0.0,0.4322500000000002,conventional,,
p620,n4722,102.0741822110023,0.0,11.5,0.0,0.40225,conventional,,
p621,n3466,97.3562787452533,0.0,59.0,0.0,0.4235000000000002,conventional,,
p622,n6849,107.31836099773368,0.0,19.0,0.0,0.3810000000000002,conventional,,
p623,n4671,88.21517523445453,0.0,82.0,0.0,0.4777499999999985,conventional,,
p624,n7745,114.97708613410568,0.0,23.0,0.0,0.3570499999999992,conventional,,
p625,n7745,95.9653143643451,0.0,25.0,0.0,0.4351499999999992,conventional,,
p626,n7745,85.93006967333919,0.0,29.5,0.0,0.4919499999999992,conventional,,
p627,n7745,88.21517523445453,0.0,44.5,0.0,0.4777499999999985,conventional,,
p628,n4506,100.63561059479903,0.0,52.0,0.0,0.4085000000000001,conventional,,
p629,n8047,109.99408120317244,0.0,15.1,0.0,0.371,conventional,,
p630,n4590,107.6451194560016,0.0,431.0,0.0,0.37975,conventional,,
p631,n7261,99.8490750553186,0.0,27.0,0.0,0.412,conventional,,
p632,n4657,108.97395171857718,0.0,14.4,0.0,0.3747500000000001,conventional,,
p633,n4547,85.93006967333919,0.0,50.0,0.0,0.4919499999999992,conventional,,
p634,n4741,111.74091019267236,0.0,12.2,0.0,0.3647499999999999,conventional,,
p635,n4723,98.15413881704572,0.0,21.0,0.0,0.41975,conventional,,
p636,n4723,104.7795062759492,0.0,21.0,0.0,0.391,conventional,,
p637,n5670,107.9740361603611,0.0,190.0,0.0,0.3784999999999998,conventional,,
p638,n3507,112.9117602854642,0.0,55.0,0.0,0.3641499999999986,conventional,,
p639,n8055,110.92543141204328,0.0,55.0,0.0,0.3712499999999989,conventional,,
p640,n4589,111.90900723371333,0.0,65.0,0.0,0.3676999999999992,conventional,,
p641,n4589,106.99373961244343,0.0,335.0,0.0,0.38225,conventional,,
p642,n3314,110.92543141204328,0.0,80.0,0.0,0.3712499999999989,conventional,,
p643,n3314,110.92543141204328,0.0,80.0,0.0,0.3712499999999989,conventional,,
p644,n4502,93.88891857626452,0.0,9.0,0.0,0.4457999999999993,conventional,,
p645,n4544,107.6451194560016,0.0,144.0,240.0,0.37975,conventional,,
p646,n3505,108.97395171857718,0.0,11.3,0.0,0.3747500000000001,conventional,,
p647,n4576,98.89727696426232,0.0,37.5,0.0,0.4209499999999986,conventional,,
p648,n4576,98.89727696426232,0.0,37.5,0.0,0.4209499999999986,conventional,,
p649,n4576,98.89727696426232,0.0,37.5,0.0,0.4209499999999986,conventional,,
p650,n7871,17.59090909090909,0.0,1410.0,0.0,0.33,conventional,,
p651,n4592,17.59090909090909,0.0,1360.0,0.0,0.33,conventional,,
p652,n3319,17.59090909090909,0.0,1410.0,0.0,0.33,conventional,,
p653,n3492,17.59090909090909,0.0,1284.0,0.0,0.33,conventional,,
p654,n3492,17.59090909090909,0.0,1288.0,0.0,0.33,conventional,,
p655,n4695,17.59090909090909,0.0,1336.0,0.0,0.33,conventional,,
p656,n7271,17.59090909090909,0.0,1310.0,0.0,0.33,conventional,,
p657,n4616,17.59090909090909,0.0,1402.0,0.0,0.33,conventional,,
p658,n4777,17.59090909090909,0.0,1275.0,0.0,0.33,conventional,,
p659,n4763,226.0080252025328,0.0,2.8,0.0,0.3784,conventional,,
p662,n4544,237.1875698891818,0.0,276.0,330.0,0.3597,conventional,,
p663,n5539,278.10942725440896,0.0,51.0,0.0,0.3046,conventional,,
p664,n5645,271.43939776923804,0.0,88.0,0.0,0.3124,conventional,,
p665,n5665,273.62542206575523,0.0,63.5,0.0,0.3098,conventional,,
p666,n5665,273.62542206575523,0.0,63.5,0.0,0.3098,conventional,,
p667,n5665,273.62542206575523,0.0,63.5,0.0,0.3098,conventional,,
p668,n5665,273.62542206575523,0.0,63.5,0.0,0.3098,conventional,,
p669,n4654,265.09432912094616,0.0,86.2,0.0,0.3202,conventional,,
p670,n4715,215.88140162210564,0.0,24.8,0.0,0.3971,conventional,,
p671,n4525,225.3847155499268,0.0,17.0,0.0,0.3795,conventional,,
p672,n4497,234.2697859656695,0.0,120.0,0.0,0.3644,conventional,,
p673,n3305,239.9890729831226,0.0,386.0,0.0,0.3553,conventional,,
p674,n3305,239.28221224877183,0.0,386.0,0.0,0.3564,conventional,,
p675,n5697,226.63496931375465,0.0,38.0,0.0,0.3773,conventional,,
p676,n3304,255.1793659070287,0.0,23.2,0.0,0.3332,conventional,,
p677,n3304,255.1793659070287,0.0,23.2,0.0,0.3332,conventional,,
p678,n3304,255.1793659070287,0.0,23.2,0.0,0.3332,conventional,,
p679,n3304,255.1793659070287,0.0,23.2,0.0,0.3332,conventional,,
p680,n5732,248.06359752551447,0.0,44.5,0.0,0.3432,conventional,,
p681,n4641,224.1488739332325,0.0,4.8,0.0,0.3817,conventional,,
p682,n3466,225.3847155499268,0.0,45.0,0.0,0.3795,conventional,,
p683,n3466,225.3847155499268,0.0,25.0,0.0,0.3795,conventional,,
p684,n4659,225.10258591769465,0.0,80.0,235.0,0.38,conventional,,
p685,n4497,225.10258591769465,0.0,92.5,208.0,0.38,conventional,,
p686,n3488,278.10942725440896,0.0,77.4,0.0,0.3046,conventional,,
p687,n3488,225.10258591769465,0.0,85.0,0.0,0.38,conventional,,
p688,n3488,225.10258591769465,0.0,262.0,0.0,0.38,conventional,,
p689,n8046,229.82533579689505,0.0,11.4,0.0,0.3718,conventional,,
p690,n5668,240.7003241568172,0.0,88.0,0.0,0.3542,conventional,,
p691,n5679,239.9890729831226,0.0,87.0,0.0,0.3553,conventional,,
p692,n5540,240.7003241568172,0.0,28.0,0.0,0.3542,conventional,,
p693,n5540,226.0080252025328,0.0,34.5,0.0,0.3784,conventional,,
