index,timestep,plant,availability
10301,t0009,p3248,0.7507768800497203
10300,t0009,p3247,0.7507768800497203
10299,t0009,p3246,0.7507768800497203
10280,t0009,p3227,0.7507768800497203
10241,t0009,p3188,0.7507768800497203
10279,t0009,p3226,0.7507768800497203
10256,t0009,p3203,0.7507768800497203
10255,t0009,p3202,0.7507768800497203
10254,t0009,p3201,0.7507768800497203
10253,t0009,p3200,0.7507768800497203
10252,t0009,p3199,0.7507768800497203
10251,t0009,p3198,0.7507768800497203
10257,t0009,p3204,0.7507768800497203
10248,t0009,p3195,0.7507768800497203
10247,t0009,p3194,0.7507768800497203
10246,t0009,p3193,0.7507768800497203
10245,t0009,p3192,0.7507768800497203
10244,t0009,p3191,0.7507768800497203
10243,t0009,p3190,0.7507768800497203
10249,t0009,p3196,0.7507768800497203
10258,t0009,p3205,0.7507768800497203
10259,t0009,p3206,0.7507768800497203
10260,t0009,p3207,0.7507768800497203
10275,t0009,p3222,0.7507768800497203
10274,t0009,p3221,0.7507768800497203
10273,t0009,p3220,0.7507768800497203
10272,t0009,p3219,0.7507768800497203
10271,t0009,p3218,0.7507768800497203
10270,t0009,p3217,0.7507768800497203
10269,t0009,p3216,0.7507768800497203
10268,t0009,p3215,0.7507768800497203
10267,t0009,p3214,0.7507768800497203
10266,t0009,p3213,0.7507768800497203
10265,t0009,p3212,0.7507768800497203
10264,t0009,p3211,0.7507768800497203
10263,t0009,p3210,0.7507768800497203
10262,t0009,p3209,0.7507768800497203
10261,t0009,p3208,0.7507768800497203
10278,t0009,p3225,0.7507768800497203
10169,t0009,p3116,0.7507768800497203
10096,t0009,p2736,0.0194152124683628
10167,t0009,p3114,0.7507768800497203
10072,t0009,p2712,0.0194152124683628
10071,t0009,p2711,0.0194152124683628
10069,t0009,p2709,0.0194152124683628
10067,t0009,p2707,0.0194152124683628
10073,t0009,p2713,0.0194152124683628
10060,t0009,p2700,0.0194152124683628
10059,t0009,p2699,0.0194152124683628
10065,t0009,p2705,0.0194152124683628
10074,t0009,p2714,0.0194152124683628
10075,t0009,p2715,0.0194152124683628
10076,t0009,p2716,0.0194152124683628
10090,t0009,p2730,0.0194152124683628
10089,t0009,p2729,0.0194152124683628
10088,t0009,p2728,0.0194152124683628
10087,t0009,p2727,0.0194152124683628
10086,t0009,p2726,0.0194152124683628
10085,t0009,p2725,0.0194152124683628
10084,t0009,p2724,0.0194152124683628
10083,t0009,p2723,0.0194152124683628
10082,t0009,p2722,0.0194152124683628
10081,t0009,p2721,0.0194152124683628
10080,t0009,p2720,0.0194152124683628
10079,t0009,p2719,0.0194152124683628
10078,t0009,p2718,0.0194152124683628
10092,t0009,p2732,0.0194152124683628
10035,t0009,p2675,0.0194152124683628
10034,t0009,p2674,0.0194152124683628
10032,t0009,p2672,0.0194152124683628
10031,t0009,p2671,0.0194152124683628
10030,t0009,p2670,0.0194152124683628
10036,t0009,p2676,0.0194152124683628
10027,t0009,p2667,0.0194152124683628
10026,t0009,p2666,0.0194152124683628
10314,t0009,p3261,0.7507768800497203
10028,t0009,p2668,0.0194152124683628
10037,t0009,p2677,0.0194152124683628
10038,t0009,p2678,0.0194152124683628
10039,t0009,p2679,0.0194152124683628
10054,t0009,p2694,0.0194152124683628
10053,t0009,p2693,0.0194152124683628
10052,t0009,p2692,0.0194152124683628
10049,t0009,p2689,0.0194152124683628
10048,t0009,p2688,0.0194152124683628
10046,t0009,p2686,0.0194152124683628
10045,t0009,p2685,0.0194152124683628
10044,t0009,p2684,0.0194152124683628
10041,t0009,p2681,0.0194152124683628
10040,t0009,p2680,0.0194152124683628
10056,t0009,p2696,0.0194152124683628
10168,t0009,p3115,0.7507768800497203
10093,t0009,p2733,0.0194152124683628
10095,t0009,p2735,0.0194152124683628
10146,t0009,p3093,0.7507768800497203
10145,t0009,p3092,0.7507768800497203
10139,t0009,p3086,0.7507768800497203
10138,t0009,p3085,0.7507768800497203
10140,t0009,p3087,0.7507768800497203
10149,t0009,p3096,0.7507768800497203
10150,t0009,p3097,0.7507768800497203
10166,t0009,p3113,0.7507768800497203
10165,t0009,p3112,0.7507768800497203
10164,t0009,p3111,0.7507768800497203
10160,t0009,p3107,0.7507768800497203
10159,t0009,p3106,0.7507768800497203
10156,t0009,p3103,0.7507768800497203
10155,t0009,p3102,0.7507768800497203
10154,t0009,p3101,0.7507768800497203
10153,t0009,p3100,0.7507768800497203
10152,t0009,p3099,0.7507768800497203
10133,t0009,p3080,0.7507768800497203
10132,t0009,p3079,0.7507768800497203
10130,t0009,p3077,0.7507768800497203
10110,t0009,p2750,0.0194152124683628
10109,t0009,p2749,0.0194152124683628
10107,t0009,p2747,0.0194152124683628
10106,t0009,p2746,0.0194152124683628
10105,t0009,p2745,0.0194152124683628
10111,t0009,p2751,0.0194152124683628
10102,t0009,p2742,0.0194152124683628
10100,t0009,p2740,0.0194152124683628
10097,t0009,p2737,0.0194152124683628
10103,t0009,p2743,0.0194152124683628
10112,t0009,p3059,0.304029304029304
10113,t0009,p3060,0.304029304029304
10114,t0009,p3061,0.304029304029304
10128,t0009,p3075,0.7507768800497203
10127,t0009,p3074,0.7507768800497203
10126,t0009,p3073,0.7507768800497203
10124,t0009,p3071,0.7507768800497203
10123,t0009,p3070,0.7507768800497203
10122,t0009,p3069,0.7507768800497203
10121,t0009,p3068,0.7507768800497203
10120,t0009,p3067,0.7507768800497203
10119,t0009,p3066,0.7507768800497203
10118,t0009,p3065,0.7507768800497203
10117,t0009,p3064,0.7507768800497203
10116,t0009,p3063,0.304029304029304
10115,t0009,p3062,0.304029304029304
10131,t0009,p3078,0.7507768800497203
10317,t0009,p3264,0.7507768800497203
10516,t0009,p3463,0.7507768800497203
10515,t0009,p3462,0.7507768800497203
10514,t0009,p3461,0.7507768800497203
10513,t0009,p3460,0.7507768800497203
10512,t0009,p3459,0.7507768800497203
10511,t0009,p3458,0.7507768800497203
10510,t0009,p3457,0.7507768800497203
10508,t0009,p3455,0.7507768800497203
10507,t0009,p3454,0.7507768800497203
10506,t0009,p3453,0.7507768800497203
10505,t0009,p3452,0.7507768800497203
10504,t0009,p3451,0.7507768800497203
10503,t0009,p3450,0.7507768800497203
10509,t0009,p3456,0.7507768800497203
10518,t0009,p3465,0.7507768800497203
10519,t0009,p3466,0.7507768800497203
10520,t0009,p3467,0.7507768800497203
10535,t0009,p3482,0.7507768800497203
10533,t0009,p3480,0.7507768800497203
10532,t0009,p3479,0.7507768800497203
10531,t0009,p3478,0.7507768800497203
10530,t0009,p3477,0.7507768800497203
10529,t0009,p3476,0.7507768800497203
10528,t0009,p3475,0.7507768800497203
10527,t0009,p3474,0.7507768800497203
10526,t0009,p3473,0.7507768800497203
10525,t0009,p3472,0.7507768800497203
10524,t0009,p3471,0.7507768800497203
10522,t0009,p3469,0.7507768800497203
10521,t0009,p3468,0.7507768800497203
10502,t0009,p3449,0.7507768800497203
10536,t0009,p3483,0.7507768800497203
10501,t0009,p3448,0.7507768800497203
10499,t0009,p3446,0.7507768800497203
10479,t0009,p3426,0.7507768800497203
10478,t0009,p3425,0.7507768800497203
10477,t0009,p3424,0.7507768800497203
10476,t0009,p3423,0.7507768800497203
10475,t0009,p3422,0.7507768800497203
10474,t0009,p3421,0.7507768800497203
10480,t0009,p3427,0.7507768800497203
10473,t0009,p3420,0.7507768800497203
10471,t0009,p3418,0.7507768800497203
10470,t0009,p3417,0.7507768800497203
10469,t0009,p3416,0.7507768800497203
10468,t0009,p3415,0.7507768800497203
10467,t0009,p3414,0.7507768800497203
10466,t0009,p3413,0.7507768800497203
10472,t0009,p3419,0.7507768800497203
10481,t0009,p3428,0.7507768800497203
10482,t0009,p3429,0.7507768800497203
10498,t0009,p3445,0.7507768800497203
10497,t0009,p3444,0.7507768800497203
10496,t0009,p3443,0.7507768800497203
10495,t0009,p3442,0.7507768800497203
10494,t0009,p3441,0.7507768800497203
10493,t0009,p3440,0.7507768800497203
10492,t0009,p3439,0.7507768800497203
10491,t0009,p3438,0.7507768800497203
10490,t0009,p3437,0.7507768800497203
10487,t0009,p3434,0.7507768800497203
10486,t0009,p3433,0.7507768800497203
10485,t0009,p3432,0.7507768800497203
10484,t0009,p3431,0.7507768800497203
10500,t0009,p3447,0.7507768800497203
10465,t0009,p3412,0.7507768800497203
10537,t0009,p3484,0.7507768800497203
10539,t0009,p3486,0.7507768800497203
10590,t0009,p3537,0.7507768800497203
10589,t0009,p3536,0.7507768800497203
10588,t0009,p3535,0.7507768800497203
10587,t0009,p3534,0.7507768800497203
10586,t0009,p3533,0.7507768800497203
10585,t0009,p3532,0.7507768800497203
10591,t0009,p3538,0.7507768800497203
10584,t0009,p3531,0.7507768800497203
10582,t0009,p3529,0.7507768800497203
10581,t0009,p3528,0.7507768800497203
10580,t0009,p3527,0.7507768800497203
10579,t0009,p3526,0.7507768800497203
10578,t0009,p3525,0.7507768800497203
10577,t0009,p3524,0.7507768800497203
10583,t0009,p3530,0.7507768800497203
10592,t0009,p3539,0.7507768800497203
10593,t0009,p3540,0.7507768800497203
10594,t0009,p3541,0.7507768800497203
10609,t0009,p3556,0.7507768800497203
10608,t0009,p3555,0.7507768800497203
10607,t0009,p3554,0.7507768800497203
10606,t0009,p3553,0.7507768800497203
10605,t0009,p3552,0.7507768800497203
10604,t0009,p3551,0.7507768800497203
10603,t0009,p3550,0.7507768800497203
10602,t0009,p3549,0.7507768800497203
10600,t0009,p3547,0.7507768800497203
10599,t0009,p3546,0.7507768800497203
10598,t0009,p3545,0.7507768800497203
10597,t0009,p3544,0.7507768800497203
10596,t0009,p3543,0.7507768800497203
10595,t0009,p3542,0.7507768800497203
10576,t0009,p3523,0.7507768800497203
10538,t0009,p3485,0.7507768800497203
10575,t0009,p3522,0.7507768800497203
10573,t0009,p3520,0.7507768800497203
10553,t0009,p3500,0.7507768800497203
10552,t0009,p3499,0.7507768800497203
10551,t0009,p3498,0.7507768800497203
10550,t0009,p3497,0.7507768800497203
10549,t0009,p3496,0.7507768800497203
10548,t0009,p3495,0.7507768800497203
10554,t0009,p3501,0.7507768800497203
10547,t0009,p3494,0.7507768800497203
10545,t0009,p3492,0.7507768800497203
10544,t0009,p3491,0.7507768800497203
10543,t0009,p3490,0.7507768800497203
10542,t0009,p3489,0.7507768800497203
10541,t0009,p3488,0.7507768800497203
10540,t0009,p3487,0.7507768800497203
10546,t0009,p3493,0.7507768800497203
10555,t0009,p3502,0.7507768800497203
10556,t0009,p3503,0.7507768800497203
10572,t0009,p3519,0.7507768800497203
10571,t0009,p3518,0.7507768800497203
10570,t0009,p3517,0.7507768800497203
10569,t0009,p3516,0.7507768800497203
10568,t0009,p3515,0.7507768800497203
10567,t0009,p3514,0.7507768800497203
10566,t0009,p3513,0.7507768800497203
10565,t0009,p3512,0.7507768800497203
10564,t0009,p3511,0.7507768800497203
10563,t0009,p3510,0.7507768800497203
10562,t0009,p3509,0.7507768800497203
10561,t0009,p3508,0.7507768800497203
10560,t0009,p3507,0.7507768800497203
10559,t0009,p3506,0.7507768800497203
10558,t0009,p3505,0.7507768800497203
10574,t0009,p3521,0.7507768800497203
10316,t0009,p3263,0.7507768800497203
10464,t0009,p3411,0.7507768800497203
10462,t0009,p3409,0.7507768800497203
10368,t0009,p3315,0.7507768800497203
10367,t0009,p3314,0.7507768800497203
10366,t0009,p3313,0.7507768800497203
10365,t0009,p3312,0.7507768800497203
10364,t0009,p3311,0.7507768800497203
10363,t0009,p3310,0.7507768800497203
10369,t0009,p3316,0.7507768800497203
10362,t0009,p3309,0.7507768800497203
10360,t0009,p3307,0.7507768800497203
10359,t0009,p3306,0.7507768800497203
10358,t0009,p3305,0.7507768800497203
10357,t0009,p3304,0.7507768800497203
10356,t0009,p3303,0.7507768800497203
10355,t0009,p3302,0.7507768800497203
10361,t0009,p3308,0.7507768800497203
10370,t0009,p3317,0.7507768800497203
10371,t0009,p3318,0.7507768800497203
10372,t0009,p3319,0.7507768800497203
10387,t0009,p3334,0.7507768800497203
10386,t0009,p3333,0.7507768800497203
10385,t0009,p3332,0.7507768800497203
10384,t0009,p3331,0.7507768800497203
10383,t0009,p3330,0.7507768800497203
10382,t0009,p3329,0.7507768800497203
10381,t0009,p3328,0.7507768800497203
10380,t0009,p3327,0.7507768800497203
10379,t0009,p3326,0.7507768800497203
10378,t0009,p3325,0.7507768800497203
10377,t0009,p3324,0.7507768800497203
10376,t0009,p3323,0.7507768800497203
10375,t0009,p3322,0.7507768800497203
10374,t0009,p3321,0.7507768800497203
10373,t0009,p3320,0.7507768800497203
10354,t0009,p3301,0.7507768800497203
10388,t0009,p3335,0.7507768800497203
10353,t0009,p3300,0.7507768800497203
10331,t0009,p3278,0.7507768800497203
10329,t0009,p3276,0.7507768800497203
10328,t0009,p3275,0.7507768800497203
10327,t0009,p3274,0.7507768800497203
10326,t0009,p3273,0.7507768800497203
10332,t0009,p3279,0.7507768800497203
10322,t0009,p3269,0.7507768800497203
10321,t0009,p3268,0.7507768800497203
10320,t0009,p3267,0.7507768800497203
10319,t0009,p3266,0.7507768800497203
10318,t0009,p3265,0.7507768800497203
10333,t0009,p3280,0.7507768800497203
10334,t0009,p3281,0.7507768800497203
10335,t0009,p3282,0.7507768800497203
10350,t0009,p3297,0.7507768800497203
10349,t0009,p3296,0.7507768800497203
10348,t0009,p3295,0.7507768800497203
10347,t0009,p3294,0.7507768800497203
10346,t0009,p3293,0.7507768800497203
10345,t0009,p3292,0.7507768800497203
10344,t0009,p3291,0.7507768800497203
10343,t0009,p3290,0.7507768800497203
10342,t0009,p3289,0.7507768800497203
10341,t0009,p3288,0.7507768800497203
10340,t0009,p3287,0.7507768800497203
10339,t0009,p3286,0.7507768800497203
10338,t0009,p3285,0.7507768800497203
10337,t0009,p3284,0.7507768800497203
10336,t0009,p3283,0.7507768800497203
10352,t0009,p3299,0.7507768800497203
10463,t0009,p3410,0.7507768800497203
10389,t0009,p3336,0.7507768800497203
10391,t0009,p3338,0.7507768800497203
10442,t0009,p3389,0.7507768800497203
10441,t0009,p3388,0.7507768800497203
10440,t0009,p3387,0.7507768800497203
10438,t0009,p3385,0.7507768800497203
10437,t0009,p3384,0.7507768800497203
10443,t0009,p3390,0.7507768800497203
10436,t0009,p3383,0.7507768800497203
10434,t0009,p3381,0.7507768800497203
10433,t0009,p3380,0.7507768800497203
10432,t0009,p3379,0.7507768800497203
10431,t0009,p3378,0.7507768800497203
10430,t0009,p3377,0.7507768800497203
10429,t0009,p3376,0.7507768800497203
10435,t0009,p3382,0.7507768800497203
10444,t0009,p3391,0.7507768800497203
10445,t0009,p3392,0.7507768800497203
10446,t0009,p3393,0.7507768800497203
10461,t0009,p3408,0.7507768800497203
10460,t0009,p3407,0.7507768800497203
10459,t0009,p3406,0.7507768800497203
10458,t0009,p3405,0.7507768800497203
10457,t0009,p3404,0.7507768800497203
10456,t0009,p3403,0.7507768800497203
10455,t0009,p3402,0.7507768800497203
10454,t0009,p3401,0.7507768800497203
10453,t0009,p3400,0.7507768800497203
10452,t0009,p3399,0.7507768800497203
10451,t0009,p3398,0.7507768800497203
10450,t0009,p3397,0.7507768800497203
10449,t0009,p3396,0.7507768800497203
10448,t0009,p3395,0.7507768800497203
10447,t0009,p3394,0.7507768800497203
10428,t0009,p3375,0.7507768800497203
10390,t0009,p3337,0.7507768800497203
10425,t0009,p3372,0.7507768800497203
10405,t0009,p3352,0.7507768800497203
10404,t0009,p3351,0.7507768800497203
10403,t0009,p3350,0.7507768800497203
10402,t0009,p3349,0.7507768800497203
10400,t0009,p3347,0.7507768800497203
10406,t0009,p3353,0.7507768800497203
10399,t0009,p3346,0.7507768800497203
10397,t0009,p3344,0.7507768800497203
10396,t0009,p3343,0.7507768800497203
10395,t0009,p3342,0.7507768800497203
10394,t0009,p3341,0.7507768800497203
10393,t0009,p3340,0.7507768800497203
10392,t0009,p3339,0.7507768800497203
10398,t0009,p3345,0.7507768800497203
10407,t0009,p3354,0.7507768800497203
10409,t0009,p3356,0.7507768800497203
10424,t0009,p3371,0.7507768800497203
10423,t0009,p3370,0.7507768800497203
10422,t0009,p3369,0.7507768800497203
10421,t0009,p3368,0.7507768800497203
10420,t0009,p3367,0.7507768800497203
10419,t0009,p3366,0.7507768800497203
10418,t0009,p3365,0.7507768800497203
10417,t0009,p3364,0.7507768800497203
10416,t0009,p3363,0.7507768800497203
10415,t0009,p3362,0.7507768800497203
10414,t0009,p3361,0.7507768800497203
10413,t0009,p3360,0.7507768800497203
10412,t0009,p3359,0.7507768800497203
10411,t0009,p3358,0.7507768800497203
10410,t0009,p3357,0.7507768800497203
10426,t0009,p3373,0.7507768800497203
10610,t0009,p3557,0.7507768800497203
10019,t0009,p2659,0.0194152124683628
9630,t0009,p2270,0.0194152124683628
9629,t0009,p2269,0.0194152124683628
9628,t0009,p2268,0.0194152124683628
9627,t0009,p2267,0.0194152124683628
9626,t0009,p2266,0.0194152124683628
9625,t0009,p2265,0.0194152124683628
9631,t0009,p2271,0.0194152124683628
9624,t0009,p2264,0.0194152124683628
9622,t0009,p2262,0.0194152124683628
9621,t0009,p2261,0.0194152124683628
9620,t0009,p2260,0.0194152124683628
9619,t0009,p2259,0.0194152124683628
9618,t0009,p2258,0.0194152124683628
9617,t0009,p2257,0.0194152124683628
9623,t0009,p2263,0.0194152124683628
9616,t0009,p2256,0.0194152124683628
9632,t0009,p2272,0.0194152124683628
9634,t0009,p2274,0.0194152124683628
9648,t0009,p2288,0.0194152124683628
9647,t0009,p2287,0.0194152124683628
9646,t0009,p2286,0.0194152124683628
9645,t0009,p2285,0.0194152124683628
9644,t0009,p2284,0.0194152124683628
9643,t0009,p2283,0.0194152124683628
9633,t0009,p2273,0.0194152124683628
9642,t0009,p2282,0.0194152124683628
9640,t0009,p2280,0.0194152124683628
9639,t0009,p2279,0.0194152124683628
9638,t0009,p2278,0.0194152124683628
9637,t0009,p2277,0.0194152124683628
9636,t0009,p2276,0.0194152124683628
9635,t0009,p2275,0.0194152124683628
9641,t0009,p2281,0.0194152124683628
9615,t0009,p2255,0.0194152124683628
9614,t0009,p2254,0.0194152124683628
9613,t0009,p2253,0.0194152124683628
9593,t0009,p2233,0.0194152124683628
9592,t0009,p2232,0.0194152124683628
9591,t0009,p2231,0.0194152124683628
9590,t0009,p2230,0.0194152124683628
9589,t0009,p2229,0.0194152124683628
9588,t0009,p2228,0.0194152124683628
9594,t0009,p2234,0.0194152124683628
9587,t0009,p2227,0.0194152124683628
9585,t0009,p2225,0.0194152124683628
9584,t0009,p2224,0.0194152124683628
9583,t0009,p2223,0.0194152124683628
9582,t0009,p2222,0.0194152124683628
9581,t0009,p2221,0.0194152124683628
9580,t0009,p2220,0.0194152124683628
9586,t0009,p2226,0.0194152124683628
9595,t0009,p2235,0.0194152124683628
9596,t0009,p2236,0.0194152124683628
9597,t0009,p2237,0.0194152124683628
9612,t0009,p2252,0.0194152124683628
9611,t0009,p2251,0.0194152124683628
9610,t0009,p2250,0.0194152124683628
9609,t0009,p2249,0.0194152124683628
9608,t0009,p2248,0.0194152124683628
9607,t0009,p2247,0.0194152124683628
9606,t0009,p2246,0.0194152124683628
9605,t0009,p2245,0.0194152124683628
9604,t0009,p2244,0.0194152124683628
9603,t0009,p2243,0.0194152124683628
9602,t0009,p2242,0.0194152124683628
9601,t0009,p2241,0.0194152124683628
9600,t0009,p2240,0.0194152124683628
9599,t0009,p2239,0.0194152124683628
9598,t0009,p2238,0.0194152124683628
9649,t0009,p2289,0.0194152124683628
9650,t0009,p2290,0.0194152124683628
9651,t0009,p2291,0.0194152124683628
9652,t0009,p2292,0.0194152124683628
9703,t0009,p2343,0.0194152124683628
9702,t0009,p2342,0.0194152124683628
9701,t0009,p2341,0.0194152124683628
9700,t0009,p2340,0.0194152124683628
9699,t0009,p2339,0.0194152124683628
9698,t0009,p2338,0.0194152124683628
9704,t0009,p2344,0.0194152124683628
9697,t0009,p2337,0.0194152124683628
9695,t0009,p2335,0.0194152124683628
9694,t0009,p2334,0.0194152124683628
9693,t0009,p2333,0.0194152124683628
9692,t0009,p2332,0.0194152124683628
9691,t0009,p2331,0.0194152124683628
9690,t0009,p2330,0.0194152124683628
9696,t0009,p2336,0.0194152124683628
9705,t0009,p2345,0.0194152124683628
9706,t0009,p2346,0.0194152124683628
9707,t0009,p2347,0.0194152124683628
9722,t0009,p2362,0.0194152124683628
9721,t0009,p2361,0.0194152124683628
9720,t0009,p2360,0.0194152124683628
9719,t0009,p2359,0.0194152124683628
9718,t0009,p2358,0.0194152124683628
9717,t0009,p2357,0.0194152124683628
9716,t0009,p2356,0.0194152124683628
9715,t0009,p2355,0.0194152124683628
9714,t0009,p2354,0.0194152124683628
9713,t0009,p2353,0.0194152124683628
9712,t0009,p2352,0.0194152124683628
9711,t0009,p2351,0.0194152124683628
9710,t0009,p2350,0.0194152124683628
9709,t0009,p2349,0.0194152124683628
9708,t0009,p2348,0.0194152124683628
9689,t0009,p2329,0.0194152124683628
9579,t0009,p2219,0.0194152124683628
9688,t0009,p2328,0.0194152124683628
9686,t0009,p2326,0.0194152124683628
9666,t0009,p2306,0.0194152124683628
9665,t0009,p2305,0.0194152124683628
9664,t0009,p2304,0.0194152124683628
9663,t0009,p2303,0.0194152124683628
9662,t0009,p2302,0.0194152124683628
9661,t0009,p2301,0.0194152124683628
9667,t0009,p2307,0.0194152124683628
9660,t0009,p2300,0.0194152124683628
9658,t0009,p2298,0.0194152124683628
9657,t0009,p2297,0.0194152124683628
9656,t0009,p2296,0.0194152124683628
9655,t0009,p2295,0.0194152124683628
9654,t0009,p2294,0.0194152124683628
9653,t0009,p2293,0.0194152124683628
9659,t0009,p2299,0.0194152124683628
9668,t0009,p2308,0.0194152124683628
9669,t0009,p2309,0.0194152124683628
9670,t0009,p2310,0.0194152124683628
9685,t0009,p2325,0.0194152124683628
9684,t0009,p2324,0.0194152124683628
9683,t0009,p2323,0.0194152124683628
9682,t0009,p2322,0.0194152124683628
9681,t0009,p2321,0.0194152124683628
9680,t0009,p2320,0.0194152124683628
9679,t0009,p2319,0.0194152124683628
9678,t0009,p2318,0.0194152124683628
9677,t0009,p2317,0.0194152124683628
9676,t0009,p2316,0.0194152124683628
9675,t0009,p2315,0.0194152124683628
9674,t0009,p2314,0.0194152124683628
9673,t0009,p2313,0.0194152124683628
9672,t0009,p2312,0.0194152124683628
9671,t0009,p2311,0.0194152124683628
9687,t0009,p2327,0.0194152124683628
9578,t0009,p2218,0.0194152124683628
9577,t0009,p2217,0.0194152124683628
9576,t0009,p2216,0.0194152124683628
9482,t0009,p2122,0.0194152124683628
9481,t0009,p2121,0.0194152124683628
9480,t0009,p2120,0.0194152124683628
9479,t0009,p2119,0.0194152124683628
9478,t0009,p2118,0.0194152124683628
9477,t0009,p2117,0.0194152124683628
9483,t0009,p2123,0.0194152124683628
9476,t0009,p2116,0.0194152124683628
9474,t0009,p2114,0.0194152124683628
9473,t0009,p2113,0.0194152124683628
9472,t0009,p2112,0.0194152124683628
9471,t0009,p2111,0.0194152124683628
9470,t0009,p2110,0.0194152124683628
9469,t0009,p2109,0.0194152124683628
9475,t0009,p2115,0.0194152124683628
9484,t0009,p2124,0.0194152124683628
9485,t0009,p2125,0.0194152124683628
9486,t0009,p2126,0.0194152124683628
9501,t0009,p2141,0.0194152124683628
9500,t0009,p2140,0.0194152124683628
9499,t0009,p2139,0.0194152124683628
9498,t0009,p2138,0.0194152124683628
9497,t0009,p2137,0.0194152124683628
9496,t0009,p2136,0.0194152124683628
9495,t0009,p2135,0.0194152124683628
9494,t0009,p2134,0.0194152124683628
9493,t0009,p2133,0.0194152124683628
9492,t0009,p2132,0.0194152124683628
9491,t0009,p2131,0.0194152124683628
9490,t0009,p2130,0.0194152124683628
9489,t0009,p2129,0.0194152124683628
9488,t0009,p2128,0.0194152124683628
9487,t0009,p2127,0.0194152124683628
9468,t0009,p2108,0.0194152124683628
9502,t0009,p2142,0.0194152124683628
9467,t0009,p2107,0.0194152124683628
9465,t0009,p2105,0.0194152124683628
9445,t0009,p2085,0.0194152124683628
9444,t0009,p2084,0.0194152124683628
9443,t0009,p2083,0.0194152124683628
9442,t0009,p2082,0.0194152124683628
9441,t0009,p2081,0.0194152124683628
9440,t0009,p2080,0.0194152124683628
9446,t0009,p2086,0.0194152124683628
9439,t0009,p2079,0.0194152124683628
9437,t0009,p2077,0.0194152124683628
9436,t0009,p2076,0.0194152124683628
9435,t0009,p2075,0.0194152124683628
9434,t0009,p2074,0.0194152124683628
9433,t0009,p2073,0.0194152124683628
9432,t0009,p2072,0.0194152124683628
9438,t0009,p2078,0.0194152124683628
9447,t0009,p2087,0.0194152124683628
9448,t0009,p2088,0.0194152124683628
9449,t0009,p2089,0.0194152124683628
9464,t0009,p2104,0.0194152124683628
9463,t0009,p2103,0.0194152124683628
9462,t0009,p2102,0.0194152124683628
9461,t0009,p2101,0.0194152124683628
9460,t0009,p2100,0.0194152124683628
9459,t0009,p2099,0.0194152124683628
9458,t0009,p2098,0.0194152124683628
9457,t0009,p2097,0.0194152124683628
9456,t0009,p2096,0.0194152124683628
9455,t0009,p2095,0.0194152124683628
9454,t0009,p2094,0.0194152124683628
9453,t0009,p2093,0.0194152124683628
9452,t0009,p2092,0.0194152124683628
9451,t0009,p2091,0.0194152124683628
9450,t0009,p2090,0.0194152124683628
9466,t0009,p2106,0.0194152124683628
9723,t0009,p2363,0.0194152124683628
9503,t0009,p2143,0.0194152124683628
9505,t0009,p2145,0.0194152124683628
9556,t0009,p2196,0.0194152124683628
9555,t0009,p2195,0.0194152124683628
9554,t0009,p2194,0.0194152124683628
9553,t0009,p2193,0.0194152124683628
9552,t0009,p2192,0.0194152124683628
9551,t0009,p2191,0.0194152124683628
9557,t0009,p2197,0.0194152124683628
9550,t0009,p2190,0.0194152124683628
9548,t0009,p2188,0.0194152124683628
9547,t0009,p2187,0.0194152124683628
9546,t0009,p2186,0.0194152124683628
9545,t0009,p2185,0.0194152124683628
9544,t0009,p2184,0.0194152124683628
9543,t0009,p2183,0.0194152124683628
9549,t0009,p2189,0.0194152124683628
9558,t0009,p2198,0.0194152124683628
9559,t0009,p2199,0.0194152124683628
9560,t0009,p2200,0.0194152124683628
9575,t0009,p2215,0.0194152124683628
9574,t0009,p2214,0.0194152124683628
9573,t0009,p2213,0.0194152124683628
9572,t0009,p2212,0.0194152124683628
9571,t0009,p2211,0.0194152124683628
9570,t0009,p2210,0.0194152124683628
9569,t0009,p2209,0.0194152124683628
9568,t0009,p2208,0.0194152124683628
9567,t0009,p2207,0.0194152124683628
9566,t0009,p2206,0.0194152124683628
9565,t0009,p2205,0.0194152124683628
9564,t0009,p2204,0.0194152124683628
9563,t0009,p2203,0.0194152124683628
9562,t0009,p2202,0.0194152124683628
9561,t0009,p2201,0.0194152124683628
9542,t0009,p2182,0.0194152124683628
9504,t0009,p2144,0.0194152124683628
9541,t0009,p2181,0.0194152124683628
9539,t0009,p2179,0.0194152124683628
9519,t0009,p2159,0.0194152124683628
9518,t0009,p2158,0.0194152124683628
9517,t0009,p2157,0.0194152124683628
9516,t0009,p2156,0.0194152124683628
9515,t0009,p2155,0.0194152124683628
9514,t0009,p2154,0.0194152124683628
9520,t0009,p2160,0.0194152124683628
9513,t0009,p2153,0.0194152124683628
9511,t0009,p2151,0.0194152124683628
9510,t0009,p2150,0.0194152124683628
9509,t0009,p2149,0.0194152124683628
9508,t0009,p2148,0.0194152124683628
9507,t0009,p2147,0.0194152124683628
9506,t0009,p2146,0.0194152124683628
9512,t0009,p2152,0.0194152124683628
9521,t0009,p2161,0.0194152124683628
9522,t0009,p2162,0.0194152124683628
9523,t0009,p2163,0.0194152124683628
9538,t0009,p2178,0.0194152124683628
9537,t0009,p2177,0.0194152124683628
9536,t0009,p2176,0.0194152124683628
