index,timestep,node,demand_el,demand_el_da
4459,t0038,bus078,82.07138004652332,73.65331146633179
4460,t0038,bus060,90.16292368904352,80.91490477459742
4461,t0038,bus061,0.0,0.0
4462,t0038,bus054,130.62064402946282,117.22287322549325
4463,t0038,bus049,100.56633755166044,90.25123957367256
4464,t0038,bus059,320.19397016011845,287.35164682835847
4465,t0038,bus080,150.27154090028466,134.85817589737414
4466,t0038,bus099,0.0,0.0
4467,t0038,bus069,0.0,0.0
4468,t0038,bus066,45.08146078061266,40.45745143251485
4469,t0038,bus065,0.0,0.0
4470,t0038,bus036,38.0418168328237,34.13986437592262
4471,t0038,bus021,83.27078658657237,71.88700723962778
4472,t0038,bus030,0.0,0.0
4473,t0038,bus009,0.0,0.0
4474,t0038,bus005,0.0,0.0
4475,t0038,bus023,41.635393293286185,35.94350361981389
4476,t0038,bus114,47.57530627094537,41.07138321278269
4477,t0038,bus022,59.51116040348801,51.37551107814375
4478,t0038,bus017,63.85864723010628,55.12866185034613
4479,t0038,bus071,0.0,0.0
4480,t0038,bus014,83.27078658657237,71.88700723962778
4481,t0038,bus028,101.14653440110988,87.31899804016425
4482,t0038,bus020,107.0864473787691,92.44687763313306
4483,t0038,bus007,113.02636678831637,97.57476277869964
4484,t0039,bus040,22.514670021771597,19.92640735139586
4485,t0039,bus045,60.306680645126335,53.37388837514799
4486,t0039,bus043,20.48151564359656,18.126982251733576
4487,t0039,bus052,20.48151564359656,18.126982251733576
4488,t0039,bus050,19.343653547032865,17.11992757920601
4489,t0039,bus038,0.0,0.0
4490,t0039,bus044,18.205791450469174,16.112872906678447
4491,t0039,bus097,17.067931448455315,15.105820087913472
4492,t0039,bus057,13.654340969664606,12.0846523628056
4493,t0039,bus058,13.654340969664606,12.0846523628056
4494,t0039,bus037,0.0,0.0
4495,t0039,bus051,19.343653547032865,17.11992757920601
4496,t0039,bus042,42.10088919465715,37.26101546846954
4497,t0039,bus116,0.0,0.0
4498,t0039,bus053,26.17082403186517,23.162253760608813
4499,t0039,bus033,27.78658908869653,24.59227217417824
4500,t0039,bus039,30.72227241811992,27.19047245071907
4501,t0039,bus067,31.860132420133784,28.197525269484046
4502,t0039,bus118,37.54944290295222,33.23279863212187
4503,t0039,bus098,38.68730290496609,34.239851450886846
4504,t0039,bus047,38.68730290496609,34.239851450886846
4505,t0039,bus035,39.85930406908791,35.277120599847
4506,t0039,bus041,42.10088919465715,37.26101546846954
4507,t0039,bus079,44.37661338778452,39.27512481352467
4508,t0039,bus034,71.2642908127763,63.07182325881499
4509,t0039,bus063,0.0,0.0
4510,t0039,bus048,22.75723983672393,20.14109159678871
4511,t0039,bus064,0.0,0.0
4512,t0039,bus095,159.3231791539334,154.33069879036776
4513,t0039,bus081,0.0,0.0
4514,t0039,bus108,7.5868164430158895,7.349079333356923
4515,t0039,bus102,18.967041107539725,18.372698333392307
4516,t0039,bus109,30.34726577206356,29.39631733342769
4517,t0039,bus084,41.72749043658739,40.41993633346308
4518,t0039,bus093,45.52089865809534,44.09447600014154
4519,t0039,bus103,87.2484060199826,84.5144287285408
4520,t0039,bus107,104.80260772080166,101.5185597632157
4521,t0039,bus085,91.04181424149054,88.18896839521926
4522,t0039,bus083,75.86818135545877,73.49080972850543
4523,t0039,bus086,79.6615895769667,77.16534939518388
4524,t0039,bus101,83.45499779847465,80.83988906186234
4525,t0039,bus094,113.8022635705382,110.23620639529004
4526,t0039,bus110,147.9429375641097,143.30706339539617
4527,t0039,bus091,0.0,0.0
4528,t0039,bus096,144.14952934260177,139.63252372871773
4529,t0039,bus106,163.11658737544136,158.00523845704623
4530,t0039,bus088,182.08362848298108,176.37793679043853
4531,t0039,bus082,204.8440778120288,198.4251747905093
4532,t0039,bus104,144.14952934260177,139.63252372871773
4533,t0039,bus105,117.59567179204616,113.91074606196848
4534,t0039,bus112,94.83522246299847,91.86350806189772
4535,t0039,bus111,0.0,0.0
4536,t0039,bus090,295.8858920535193,286.6141431857285
4537,t0039,bus089,0.0,0.0
4538,t0039,bus092,246.57156824861613,238.8451111239724
4539,t0039,bus100,140.35612112109382,135.95798406203926
4540,t0039,bus087,0.0,0.0
4541,t0039,bus068,0.0,0.0
4542,t0039,bus077,69.40957532308602,61.43032390160592
4543,t0039,bus055,71.68529951621338,63.44443324666105
4544,t0039,bus062,87.6153667735552,77.54319680828436
4545,t0039,bus008,0.0,0.0
4546,t0039,bus117,121.30500105122135,101.26979946169747
4547,t0039,bus002,121.30500105122135,101.26979946169747
4548,t0039,bus115,133.418357677384,111.3824674119787
4549,t0039,bus031,260.8371863437728,217.75631115186675
4550,t0039,bus029,145.58885704730105,121.54284019017756
4551,t0039,bus016,151.64554191871403,126.5991796404505
4552,t0039,bus019,272.9505429699354,227.868979102148
4553,t0039,bus006,315.4044404635908,263.3110272311822
4554,t0039,bus013,206.21279603853205,172.15389571976598
4555,t0039,bus003,236.55333690602475,197.483275898519
4556,t0039,bus027,376.0855221985761,313.9697875886883
4557,t0039,bus024,0.0,0.0
4558,t0039,bus075,268.5508927340933,224.1959920593697
4559,t0039,bus001,309.3477752671727,258.25470420630626
4560,t0039,bus074,388.5417156122701,324.3686680810784
4561,t0039,bus018,363.9150228286591,303.8094148104894
4562,t0039,bus032,357.8583379572461,298.7530753602164
4563,t0039,bus113,0.0,0.0
4564,t0039,bus011,424.59608488864944,354.4681587425985
4565,t0039,bus015,545.9011056148657,455.7379746296929
4566,t0039,bus012,285.063919271093,237.98166347782612
4567,t0039,bus025,0.0,0.0
4568,t0039,bus010,0.0,0.0
4569,t0039,bus026,0.0,0.0
4570,t0039,bus070,377.113999769512,314.82839783935344
4571,t0039,bus072,0.0,0.0
4572,t0039,bus076,77.37461209358165,68.47970846306146
4573,t0039,bus004,181.98608278620677,151.9285598192035
4574,t0039,bus036,37.447034078477095,33.14216261787446
4575,t0039,bus056,95.58039935495118,84.59257766221472
4576,t0039,bus046,31.860132420133784,28.197525269484046
4577,t0039,bus078,80.78819628872289,71.50087062688156
4578,t0039,bus060,88.75322887011887,78.55025148081192
4579,t0039,bus061,0.0,0.0
4580,t0039,bus054,128.57839387164864,113.79715760422634
4581,t0039,bus073,0.0,0.0
4582,t0039,bus059,315.1877462898461,278.95409609230813
4583,t0039,bus080,147.92204951323134,130.91708703719493
4584,t0039,bus099,0.0,0.0
4585,t0039,bus069,0.0,0.0
4586,t0039,bus066,44.37661338778452,39.27512481352467
4587,t0039,bus049,98.99398564464224,87.61374167979743
4588,t0039,bus071,0.0,0.0
4589,t0039,bus065,0.0,0.0
4590,t0039,bus020,109.19164442505873,91.15713151141624
4591,t0039,bus028,103.13495955364571,86.10079206114331
4592,t0039,bus014,84.90779498731067,70.88409625806848
4593,t0039,bus021,84.90779498731067,70.88409625806848
4594,t0039,bus017,65.11403517899741,54.35955012221312
4595,t0039,bus007,115.24833585480334,96.21347643682152
4596,t0039,bus114,48.51058236506832,40.49838757930718
4597,t0039,bus023,42.45389749365533,35.44204812903424
4598,t0039,bus005,0.0,0.0
4599,t0039,bus009,0.0,0.0
4600,t0039,bus030,0.0,0.0
4601,t0039,bus022,60.68108173498536,50.65876035750604
4602,t0040,bus043,20.4234238204796,17.709331142174364
4603,t0040,bus052,20.4234238204796,17.709331142174364
4604,t0040,bus040,22.45081155293556,19.46729694767472
4605,t0040,bus050,19.28878904775245,16.7254793114396
4606,t0040,bus051,19.28878904775245,16.7254793114396
4607,t0040,bus057,13.615613095507678,11.806218346714452
4608,t0040,bus097,17.0195215909072,14.75777746102142
4609,t0040,bus058,13.615613095507678,11.806218346714452
4610,t0040,bus037,0.0,0.0
4611,t0040,bus038,0.0,0.0
4612,t0040,bus044,18.154154275025306,15.74162748070484
4613,t0040,bus042,41.98147823646826,36.4025104929808
4614,t0040,bus045,60.13563251149357,52.144137973685645
4615,t0040,bus053,26.09659559550629,22.628588484796825
4616,t0040,bus033,27.707777849994635,24.02565884508175
4617,t0040,bus039,30.63513468641488,26.56399580773587
4618,t0040,bus067,31.769767370532985,27.54784582741929
4619,t0040,bus116,0.0,0.0
4620,t0040,bus118,37.44294123416872,32.4671049810931
4621,t0040,bus098,38.57757391828682,33.45095500077652
4622,t0040,bus047,38.57757391828682,33.45095500077652
4623,t0040,bus035,39.74625092976762,34.464325157341875
4624,t0040,bus041,41.98147823646826,36.4025104929808
4625,t0040,bus079,44.25074778192256,38.37021415445032
4626,t0040,bus034,71.06216355576613,61.618629528046725
4627,t0040,bus063,0.0,0.0
4628,t0040,bus048,22.69269336593389,19.677034803643885
4629,t0040,bus064,0.0,0.0
4630,t0040,bus095,156.405958059596,157.23803812018988
4631,t0040,bus081,0.0,0.0
4632,t0040,bus077,69.2127086047017,60.01495080851239
4633,t0040,bus102,18.61975295580996,18.718810084834484
4634,t0040,bus109,29.791604729295937,29.950096135735173
4635,t0040,bus084,40.96345650278191,41.18138218663586
4636,t0040,bus093,44.687407093943904,44.92514420360276
4637,t0040,bus103,85.65088021212199,86.10654309402874
4638,t0040,bus107,102.883662972095,103.43100429835908
4639,t0040,bus085,89.37483080328397,89.85030511099563
4640,t0040,bus083,74.47902843863602,74.87525704312806
4641,t0040,bus086,78.202979029798,78.61901906009494
4642,t0040,bus101,81.92692962096,82.36278107706184
4643,t0040,bus094,111.71853435025592,112.312877212797
4644,t0040,bus110,145.23408967071384,146.00673536549908
4645,t0040,bus091,0.0,0.0
4646,t0040,bus096,141.51013907955186,142.26297334853217
4647,t0040,bus106,160.129908650758,160.9818001371568
4648,t0040,bus088,178.74966160656794,179.70061022199127
4649,t0040,bus082,201.0933651535399,202.16318232379265
4650,t0040,bus104,141.51013907955186,142.26297334853217
4651,t0040,bus105,115.44248494141792,116.0566392297639
4652,t0040,bus112,93.09878139444596,93.59406712796252
4653,t0040,bus111,0.0,0.0
4654,t0040,bus090,290.4681959568239,292.01348743478826
4655,t0040,bus089,0.0,0.0
4656,t0040,bus092,242.05682165632183,243.3445645104285
4657,t0040,bus100,137.78618848838988,138.5192113315653
4658,t0040,bus087,0.0,0.0
4659,t0040,bus068,0.0,0.0
4660,t0040,bus055,71.481978150156,61.98265446998191
4661,t0040,bus108,7.447901182323984,7.487524033933793
4662,t0040,bus062,87.36686287972701,75.75657828921723
4663,t0040,bus008,0.0,0.0
4664,t0040,bus117,120.76529168639593,100.5305362961796
4665,t0040,bus002,120.76529168639593,100.5305362961796
4666,t0040,bus115,132.82475365072307,110.56938240657868
4667,t0040,bus031,259.6766713530923,216.16670377879683
4668,t0040,bus029,144.94110411970755,120.65558510265257
4669,t0040,bus016,150.97084163102352,125.67501359301632
4670,t0040,bus019,271.73613331741944,226.2055498891959
4671,t0040,bus006,314.0011452263742,261.38887329643177
4672,t0040,bus013,205.29531550430545,170.8971831106513
4673,t0040,bus003,235.50086544893304,196.041660407488
4674,t0040,bus027,374.4122451156294,311.6778278901053
4675,t0040,bus024,0.0,0.0
4676,t0040,bus075,267.3560579747282,222.5593754207743
4677,t0040,bus001,307.9714273025154,256.3694611115606
4678,t0040,bus074,386.8130185204434,322.0007972090606
4679,t0040,bus018,362.2958946466449,301.59162519403134
4680,t0040,bus032,356.2661571353289,296.5721967036676
4681,t0040,bus113,0.0,0.0
4682,t0040,bus011,422.70697494844296,351.88056348221227
4683,t0040,bus015,543.472286222296,452.4111160838845
4684,t0040,bus012,283.7956148692037,236.2444123050876
4685,t0040,bus025,0.0,0.0
4686,t0040,bus010,0.0,0.0
4687,t0040,bus026,0.0,0.0
4688,t0040,bus070,375.4361467913281,312.5301703399529
4689,t0040,bus072,0.0,0.0
4690,t0040,bus076,77.15515410240077,66.90191543470706
4691,t0040,bus004,181.1763915756511,150.81949088985309
4692,t0040,bus036,37.340822872343935,32.378557247806675
4693,t0040,bus056,95.309304200208,82.64353929330922
4694,t0040,bus046,31.769767370532985,27.54784582741929
4695,t0040,bus078,80.55905633197317,69.85346911586
4696,t0040,bus060,88.50149765245415,76.74043011995198
4697,t0040,bus061,0.0,0.0
4698,t0040,bus054,128.21370634346812,111.17523695146326
4699,t0040,bus073,0.0,0.0
4700,t0040,bus059,314.29377774158456,272.526910026194
4701,t0040,bus080,147.5024974798296,127.9007180739542
4702,t0040,bus099,0.0,0.0
4703,t0040,bus069,0.0,0.0
4704,t0040,bus066,44.25074778192256,38.37021415445032
4705,t0040,bus049,98.71320851838944,85.5950947855135
4706,t0040,bus071,0.0,0.0
4707,t0040,bus065,0.0,0.0
4708,t0040,bus020,108.70582972206876,90.4916901857805
4709,t0040,bus028,102.6760922107528,85.47226169541673
4710,t0040,bus014,84.53002381790951,70.3666468144717
4711,t0040,bus021,84.53002381790951,70.3666468144717
4712,t0040,bus017,64.82433026771483,53.96272882590281
4713,t0040,bus007,114.73557376253709,95.51112411130843
4714,t0040,bus114,48.29474942027071,40.20275189759959
4715,t0040,bus023,42.265011908954754,35.18332340723585
4716,t0040,bus005,0.0,0.0
4717,t0040,bus009,0.0,0.0
4718,t0040,bus030,0.0,0.0
4719,t0040,bus022,60.41109988925519,50.288954593673495
4720,t0041,bus043,20.388568726609307,17.91804846815207
4721,t0041,bus052,20.388568726609307,17.91804846815207
4722,t0041,bus040,22.412496471633805,19.696733177101606
4723,t0041,bus050,19.25587034818409,16.922601229232736
4724,t0041,bus051,19.25587034818409,16.922601229232736
4725,t0041,bus057,13.592376371013442,11.945363202240182
4726,t0041,bus097,16.99047567637823,14.931708583789971
4727,t0041,bus058,13.592376371013442,11.945363202240182
4728,t0041,bus037,0.0,0.0
4729,t0041,bus038,0.0,0.0
4730,t0041,bus044,18.123171969758875,15.927153990313409
4731,t0041,bus042,41.90983166155468,36.83154051043168
4732,t0041,bus045,60.03300363131356,52.75869450074509
4733,t0041,bus053,26.05205853369081,22.89528283035283
4734,t0041,bus033,27.660491106773332,24.30881867922456
4735,t0041,bus039,30.582852047391672,26.877071786030157
4736,t0041,bus067,31.715548340772315,27.872517192553588
4737,t0041,bus116,0.0,0.0
4738,t0041,bus118,37.3790402328984,32.849753387150244
4739,t0041,bus098,38.51173652627904,33.84519879367368
4740,t0041,bus047,38.51173652627904,33.84519879367368
4741,t0041,bus035,39.6784190461752,34.87051225332632
4742,t0041,bus041,41.90983166155468,36.83154051043168
4743,t0041,bus079,44.17522841840511,38.82243498827034
4744,t0041,bus034,70.9408872015596,62.34484981735382
4745,t0041,bus063,0.0,0.0
4746,t0041,bus048,22.653965483459736,19.90894294599073
4747,t0041,bus064,0.0,0.0
4748,t0041,bus095,154.94734751242729,171.65828872936265
4749,t0041,bus081,0.0,0.0
4750,t0041,bus077,69.09458857367072,60.72227057970384
4751,t0041,bus102,18.44610887994508,20.435506221188557
4752,t0041,bus109,29.51377420791212,32.696809953901685
4753,t0041,bus084,40.58143953587916,44.958113686614816
4754,t0041,bus093,44.27066131186818,49.04521493085253
4755,t0041,bus103,84.85211730819168,94.00334685315676
4756,t0041,bus107,101.92419059774168,112.9166289002171
4757,t0041,bus085,88.54133908418069,98.09044809739446
4758,t0041,bus083,73.78445198022463,81.74204312044363
4759,t0041,bus086,77.47367375621364,85.82914436468133
4760,t0041,bus101,81.16289553220267,89.91624560891904
4761,t0041,bus094,110.67666974011478,122.61305556282072
4762,t0041,bus110,143.87966572401592,159.3969667609601
4763,t0041,bus091,0.0,0.0
4764,t0041,bus096,140.1904439480269,155.3098655167224
4765,t0041,bus106,158.6365692884163,175.74538997360037
4766,t0041,bus088,177.08267816836138,196.1808961947889
4767,t0041,bus082,199.21800882429548,220.7035036602152
4768,t0041,bus104,140.1904439480269,155.3098655167224
4769,t0041,bus105,114.3658915161038,126.70015680705843
4770,t0041,bus112,92.2305608601697,102.17754934163216
4771,t0041,bus111,0.0,0.0
4772,t0041,bus090,287.7593479084762,318.79395175760965
4773,t0041,bus089,0.0,0.0
4774,t0041,bus092,239.79944836017464,265.66161734683
4775,t0041,bus100,136.5012221720379,151.2227642724847
4776,t0041,bus087,0.0,0.0
4777,t0041,bus068,0.0,0.0
4778,t0041,bus108,7.37844355197803,8.174202488475421
4779,t0041,bus055,71.35998533052114,62.7131650575425
4780,t0041,bus062,87.21776054342959,76.64942457001725
4781,t0041,bus008,0.0,0.0
4782,t0041,bus117,120.985173279473,101.40894543154184
4783,t0041,bus002,120.985173279473,101.40894543154184
4784,t0041,bus115,133.06659232825163,111.53550831394632
4785,t0041,bus031,260.14947375670295,218.05551104429293
4786,t0041,bus029,145.205003460579,121.70984157129809
4787,t0041,bus016,151.2457195260086,126.77312849515556
4788,t0041,bus019,272.2308928054816,228.18207392669737
4789,t0041,bus006,314.5728581007958,263.67281987271554
4790,t0041,bus013,205.6691038701015,172.3904373235782
4791,t0041,bus003,235.9296501166371,197.7546203871919
4792,t0041,bus075,267.84284250632146,224.50404015382773
4793,t0041,bus024,0.0,0.0
4794,t0041,bus070,376.1197165231809,315.260975991821
4795,t0041,bus074,387.5173025208173,324.81435468406545
4796,t0041,bus018,362.9555394615397,304.2268527425912
4797,t0041,bus032,356.9148233961101,299.16356581873373
4798,t0041,bus113,0.0,0.0
4799,t0041,bus011,423.4766123314902,354.95520242185296
4800,t0041,bus015,544.4618052340838,456.3641643013604
4801,t0041,bus012,284.3123314773809,238.3086532570675
4802,t0041,bus025,0.0,0.0
4803,t0041,bus010,0.0,0.0
4804,t0041,bus026,0.0,0.0
4805,t0041,bus076,77.02347930769179,67.69040308453505
4806,t0041,bus001,308.532161658487,258.6095493968237
4807,t0041,bus072,0.0,0.0
4808,t0041,bus027,375.093950593867,314.401185999943
4809,t0041,bus004,181.5062657725442,152.13731155876926
4810,t0041,bus073,0.0,0.0
4811,t0041,bus056,95.14664710736152,83.61755341005666
4812,t0041,bus046,31.715548340772315,27.872517192553588
4813,t0041,bus078,80.42157235792287,70.67674296889714
4814,t0041,bus060,88.3504589218548,77.64487180893657
4815,t0041,bus061,0.0,0.0
4816,t0041,bus054,127.99489382655904,112.4855178415296
4817,t0041,bus049,98.54474224263716,86.60389512681466
4818,t0041,bus059,313.7573966126258,275.7388375383615
4819,t0041,bus080,147.2507662597877,129.40812090315822
4820,t0041,bus099,0.0,0.0
4821,t0041,bus069,0.0,0.0
4822,t0041,bus066,44.17522841840511,38.82243498827034
4823,t0041,bus065,0.0,0.0
4824,t0041,bus036,37.27709614866382,32.76016205453393
4825,t0041,bus007,114.94447683716412,96.34567495565004
4826,t0041,bus071,0.0,0.0
4827,t0041,bus020,108.90375423069432,91.28238254913737
4828,t0041,bus028,102.86303816526475,86.2190956252799
4829,t0041,bus014,84.68393059062852,70.98149189203635
4830,t0041,bus017,64.94235819453367,54.4342408233132
4831,t0041,bus021,84.68393059062852,70.98149189203635
4832,t0041,bus114,48.38268136074382,40.554032869875634
4833,t0041,bus023,42.34196529531426,35.49074594601817
4834,t0041,bus005,0.0,0.0
4835,t0041,bus009,0.0,0.0
4836,t0041,bus030,0.0,0.0
4837,t0041,bus022,60.5210924930712,50.7283661272274
4838,t0042,bus051,19.9691088388305,18.88463164269817
4839,t0042,bus052,21.14376242713081,19.995492447847862
4840,t0042,bus040,23.24265656650345,21.98040038735468
4841,t0042,bus050,19.9691088388305,18.88463164269817
4842,t0042,bus044,18.794455250530195,17.773770837548494
4843,t0042,bus063,0.0,0.0
4844,t0042,bus057,14.095838735054224,13.33032557210327
4845,t0042,bus058,14.095838735054224,13.33032557210327
4846,t0042,bus037,0.0,0.0
4847,t0042,bus038,0.0,0.0
4848,t0042,bus043,21.14376242713081,19.995492447847862
4849,t0042,bus097,17.619803824504622,16.662912077245288
4850,t0042,bus042,43.462174118012456,41.10184161115245
4851,t0042,bus118,38.76356192708596,36.65840043540019
4852,t0042,bus053,27.01702820635761,25.549794428749813
4853,t0042,bus033,28.68503720989944,27.127217630897885
4854,t0042,bus039,31.715642559558844,29.993237649348558
4855,t0042,bus067,32.890293985584414,31.10409640965176
4856,t0042,bus116,0.0,0.0
4857,t0042,bus098,39.93821335311153,37.7692591957034
4858,t0042,bus047,39.93821335311153,37.7692591957034
4859,t0042,bus035,41.14810985734119,38.91344895362269
4860,t0042,bus041,43.462174118012456,41.10184161115245
4861,t0042,bus079,45.81148129461307,43.32356322145182
4862,t0042,bus034,73.5685415426956,69.57320022327598
4863,t0042,bus045,62.25662936854265,58.87561244870095
4864,t0042,bus048,23.493069603731424,22.217214058147235
4865,t0042,bus068,0.0,0.0
4866,t0042,bus077,71.65385591267038,67.76249684505196
4867,t0042,bus087,0.0,0.0
4868,t0042,bus108,7.768729284398144,8.06259876717106
4869,t0042,bus102,19.42182321099536,20.156496917927647
4870,t0042,bus109,31.07491713759257,32.25039506868424
4871,t0042,bus084,42.728011064189786,44.34429321944083
4872,t0042,bus093,46.61237570638886,48.37559260302636
4873,t0042,bus103,89.34040410170478,92.71990380918176
4874,t0042,bus107,107.31551155839368,111.3749597281878
4875,t0042,bus085,93.22476874390384,96.75120319276728
4876,t0042,bus083,77.68731017510757,80.62600565842517
4877,t0042,bus086,81.57167481730663,84.65730504201069
4878,t0042,bus101,85.4560394595057,88.68860442559622
4879,t0042,bus094,116.53095659709828,120.93899949428044
4880,t0042,bus110,151.49023837688992,157.22069394655023
4881,t0042,bus091,0.0,0.0
4882,t0042,bus096,147.60587373469085,153.18939456296468
4883,t0042,bus095,163.14334963461326,169.31461008402138
4884,t0042,bus106,167.02771427681233,173.3459094676069
4885,t0042,bus088,186.4495374878077,193.50240638553456
4886,t0042,bus082,209.75572534100212,217.69020268704776
4887,t0042,bus104,147.60587373469085,153.18939456296468
4888,t0042,bus105,120.41532123929734,124.970298877866
4889,t0042,bus112,97.10913338610293,100.7825025763528
4890,t0042,bus111,0.0,0.0
4891,t0042,bus090,302.980494084906,314.441405879815
4892,t0042,bus089,0.0,0.0
4893,t0042,bus092,252.4837364051919,262.0344959064886
4894,t0042,bus100,143.7215090924918,149.1580951793792
4895,t0042,bus081,0.0,0.0
4896,t0042,bus055,74.00316308927098,69.98421845535132
4897,t0042,bus064,0.0,0.0
4898,t0042,bus062,90.44831116320056,85.53626768260044
4899,t0042,bus024,0.0,0.0
4900,t0042,bus008,0.0,0.0
4901,t0042,bus117,127.30177177150352,111.4571999965216
4902,t0042,bus002,127.30177177150352,111.4571999965216
4903,t0042,bus115,140.01395797361607,122.58716826173196
4904,t0042,bus031,273.73179735133243,239.66186218960627
4905,t0042,bus029,152.78611179833925,133.76964029977762
4906,t0042,bus016,159.14221178194148,139.33463045829498
4907,t0042,bus019,286.443983553445,250.79183045481665
4908,t0042,bus006,330.9966097659955,289.79922918180034
4909,t0042,bus013,216.40702419660465,189.47199745048903
4910,t0042,bus003,248.24746420704255,217.34942791226243
4911,t0042,bus027,394.6774897868715,345.5540901053471
4912,t0042,bus075,281.8268345048158,246.74935329392912
4913,t0042,bus070,395.7568106382196,346.4990736536126
4914,t0042,bus001,324.6405304300311,284.2342571010195
4915,t0042,bus074,407.7494610770099,356.99906292983286
4916,t0042,bus018,381.9053359621483,334.3716180673014
4917,t0042,bus032,375.5492359785461,328.80662790878404
4918,t0042,bus113,0.0,0.0
4919,t0042,bus011,445.5861953353865,390.1264609131116
4920,t0042,bus015,572.8879877545277,501.58367898736975
4921,t0042,bus012,299.1561904031953,261.9218167977635
4922,t0042,bus025,0.0,0.0
4923,t0042,bus010,0.0,0.0
4924,t0042,bus026,0.0,0.0
4925,t0042,bus072,0.0,0.0
4926,t0042,bus073,0.0,0.0
4927,t0042,bus076,79.87643319304726,75.53852452594623
4928,t0042,bus004,190.98265179237944,167.21206092006838
4929,t0042,bus036,38.65784182839683,36.558421756477294
4930,t0042,bus056,98.670884119028,93.31229127380176
4931,t0042,bus046,32.890293985584414,31.10409640965176
4932,t0042,bus078,83.40039179567346,78.8711048965488
4933,t0042,bus060,91.62296475150087,86.64712848775012
4934,t0042,bus061,0.0,0.0
4935,t0042,bus054,132.7358316929127,125.5272484886032
4936,t0042,bus059,325.3789877400422,307.7083898604545
4937,t0042,bus080,152.70494269401794,144.41188217614786
4938,t0042,bus099,0.0,0.0
4939,t0042,bus069,0.0,0.0
4940,t0042,bus066,45.81148129461307,43.32356322145182
4941,t0042,bus065,0.0,0.0
4942,t0042,bus049,102.19484488392892,96.64487368925082
4943,t0042,bus030,0.0,0.0
4944,t0042,bus071,0.0,0.0
4945,t0042,bus020,114.58958556939092,100.32723173131129
4946,t0042,bus028,108.23348558578871,94.76224157279393
4947,t0042,bus014,89.1052524251011,78.01479745396743
4948,t0042,bus021,89.1052524251011,78.01479745396743
4949,t0042,bus017,68.33297863769252,59.82793766649068
4950,t0042,bus007,120.94569243553906,105.8922279157408
4951,t0042,bus114,50.90872619615276,44.57238888550107
4952,t0042,bus023,44.55262621255055,39.00739872698372
4953,t0042,bus005,0.0,0.0
4954,t0042,bus009,0.0,0.0
4955,t0042,bus022,63.68088002087594,55.75486092354674
4956,t0043,bus043,24.454996344802183,21.740903666497047
4957,t0043,bus052,24.454996344802183,21.740903666497047
4958,t0043,bus040,26.88258929016285,23.89907468490212
4959,t0043,bus050,23.096385297818767,20.53307556150601
4960,t0043,bus051,23.096385297818767,20.53307556150601
4961,t0043,bus044,21.737774250835358,19.325247456514976
4962,t0043,bus058,16.303327562002384,14.493932813209222
4963,t0043,bus057,16.303327562002384,14.493932813209222
4964,t0043,bus037,0.0,0.0
4965,t0043,bus038,0.0,0.0
4966,t0043,bus063,0.0,0.0
4967,t0043,bus097,20.379165704751244,18.117421574865546
4968,t0043,bus042,50.26859873478918,44.68963099130192
4969,t0043,bus108,9.601087723048629,8.352967897339001
4970,t0043,bus033,33.17727781591412,29.495158811001367
4971,t0043,bus039,36.682493266753625,32.611354388074766
4972,t0043,bus067,38.04110181283774,33.81918026972419
4973,t0043,bus116,0.0,0.0
4974,t0043,bus118,44.834157047754815,39.85832079467938
4975,t0043,bus098,46.19276559383893,41.066146676328806
4976,t0043,bus047,46.19276559383893,41.066146676328806
4977,t0043,bus035,47.592138798607785,42.31021302618223
4978,t0043,bus041,50.26859873478918,44.68963099130192
4979,t0043,bus079,52.985820828756005,47.10528720128399
4980,t0043,bus034,85.08979519229243,75.64626116457337
4981,t0043,bus045,72.00637298562454,64.01487844781688
4982,t0043,bus064,0.0,0.0
4983,t0043,bus053,31.24804907881996,27.78004196811062
4984,t0043,bus068,0.0,0.0
4985,t0043,bus095,201.62288502182804,175.41236311310726
4986,t0043,bus087,0.0,0.0
4987,t0043,bus102,24.002719307621568,20.8824197433475
4988,t0043,bus109,38.40435089219452,33.411871589356004
4989,t0043,bus084,52.80598247676745,45.9413234353645
4990,t0043,bus093,57.606526338291765,50.117807384034
4991,t0043,bus103,110.41253023396266,96.05914945389264
4992,t0043,bus107,132.62730657704972,115.38605479972271
4993,t0043,bus085,115.21307409548696,100.23563340256212
4994,t0043,bus083,96.01089864938972,83.52969760788413
4995,t0043,bus086,100.81144251091402,87.70618155655363
4996,t0043,bus101,105.61198637243834,91.88266550522312
4997,t0043,bus094,144.01633726463285,125.29453709457913
4998,t0043,bus110,187.22123201835169,162.88289263260464
4999,t0043,bus081,0.0,0.0
5000,t0043,bus091,0.0,0.0
5001,t0043,bus077,82.87525886059255,73.67750106440357
5002,t0043,bus106,206.4234288833524,179.58884706177676
5003,t0043,bus088,230.42614819097392,200.47126680512423
5004,t0043,bus082,259.2294113601198,225.53017049714128
5005,t0043,bus104,182.4206881568273,158.7064086839351
5006,t0043,bus105,148.81688112615717,129.4710210432486
5007,t0043,bus112,120.01361795701128,104.41211735123164
5008,t0043,bus111,0.0,0.0
5009,t0043,bus090,374.44248545560674,325.76580389970337
5010,t0043,bus089,0.0,0.0
5011,t0043,bus092,312.03539383688724,271.4714939325058
5012,t0043,bus100,177.62014429530305,154.52992473526564
5013,t0043,bus096,182.4206881568273,158.7064086839351
5014,t0043,bus055,85.59248095455939,76.09315727438565
