index,timestep,plant,availability,availability_da
4835,t0042,Hydro 21,0.0118162633688966,0.0118162633688966
4836,t0042,Hydro 20,0.0118162633688966,0.0118162633688966
4837,t0042,Hydro 19,0.0004665042255258,0.0004665042255258
4838,t0042,Hydro 18,0.2187,0.2187
4839,t0042,Hydro 17,0.2186999999999999,0.2186999999999999
4840,t0042,Hydro 16,0.2187,0.2187
4841,t0042,Hydro 27,0.0297748376736717,0.0297748376736717
4842,t0042,Wind 12,0.320012556106358,0.26221733205588
4843,t0042,Solar 24,0.0278605753349721,0.0278605750576534
4844,t0042,Solar 22,0.0452113702867008,0.0450889705010713
4845,t0042,Wind 13,0.1084652542510146,0.1157971384759347
4846,t0042,Solar 21,0.0279302042998715,0.0279302043450168
4847,t0042,Solar 20,0.0452561149358195,0.0435827292739609
4848,t0042,Solar 01,0.0267045286850561,0.0263989177202434
4849,t0042,Solar 19,0.027934444946145,0.0279344509939949
4850,t0042,Solar 18,0.0279371265066121,0.0279371264419578
4851,t0042,Solar 17,0.0279492896992607,0.0279492899236355
4852,t0042,Solar 15,0.0279414270026332,0.0279414269896821
4853,t0042,Solar 14,0.0279342421074613,0.0279342421299438
4854,t0042,Solar 13,0.0284079618708357,0.02840796379035
4855,t0042,Solar 12,0.0278516197858815,0.0278516199859983
4856,t0042,Solar 11,0.0279837401168341,0.0279837399226404
4857,t0042,Solar 10,0.0452534535943316,0.04358016626708
4858,t0042,Solar 16,0.037929451718496,0.0279427766499609
4859,t0042,Wind 08,0.0,0.1960899933805764
4860,t0042,Wind 14,0.0130867690608111,0.0963073268666002
4861,t0042,Wind 09,0.0,0.1770723319507391
4862,t0042,Wind 15,0.22084585358007,0.0981809608095293
4863,t0042,Wind 16,0.0,0.0004188757807403
4864,t0042,Wind 17,3.8132550916573246e-05,0.0052793872189256
4865,t0042,Wind 02,0.0503315787164671,0.1663472781286102
4866,t0042,Wind 01,0.0183417635149509,0.1240047694888243
4867,t0042,Wind 04,0.0248079827718145,0.0440086280027914
4868,t0042,Wind 05,0.0,0.1788673708740954
4869,t0042,Wind 06,0.0768029913308551,0.122282378671968
4870,t0042,Wind 07,0.0239432503306269,0.1417832607766054
4871,t0042,Wind 03,0.0012993605673525,0.0440688797699139
4872,t0043,Solar 43,0.0,0.0
4873,t0043,Solar 40,0.0,0.0
4874,t0043,Solar 41,0.0,0.0
4875,t0043,Solar 42,0.0,0.0
4876,t0043,Solar 44,0.0,0.0
4877,t0043,Solar 04,0.0,0.0
4878,t0043,Solar 46,0.0,0.0
4879,t0043,Solar 47,0.0,0.0
4880,t0043,Solar 48,0.0,0.0
4881,t0043,Solar 49,0.0,0.0
4882,t0043,Solar 03,0.0,0.0
4883,t0043,Solar 45,0.0,0.0
4884,t0043,Solar 38,0.0,0.0
4885,t0043,Solar 09,0.0,0.0
4886,t0043,Solar 36,0.0,0.0
4887,t0043,Solar 35,0.0,0.0
4888,t0043,Solar 34,0.0,0.0
4889,t0043,Solar 33,0.0,0.0
4890,t0043,Solar 32,0.0,0.0
4891,t0043,Solar 31,0.0,0.0
4892,t0043,Solar 30,0.0,0.0
4893,t0043,Solar 02,0.0,0.0
4894,t0043,Solar 29,0.0,0.0
4895,t0043,Solar 28,0.0,0.0
4896,t0043,Solar 27,0.0,0.0
4897,t0043,Solar 50,0.0,0.0
4898,t0043,Solar 37,0.0,0.0
4899,t0043,Solar 51,0.0,0.0
4900,t0043,Solar 65,0.0,0.0
4901,t0043,Solar 53,0.0,0.0
4902,t0043,Solar 08,0.0,0.0
4903,t0043,Solar 07,0.0,0.0
4904,t0043,Solar 75,0.0,0.0
4905,t0043,Solar 74,0.0,0.0
4906,t0043,Solar 73,0.0,0.0
4907,t0043,Solar 72,0.0,0.0
4908,t0043,Solar 71,0.0,0.0
4909,t0043,Solar 70,0.0,0.0
4910,t0043,Solar 06,0.0,0.0
4911,t0043,Solar 69,0.0,0.0
4912,t0043,Solar 68,0.0,0.0
4913,t0043,Solar 67,0.0,0.0
4914,t0043,Solar 52,0.0,0.0
4915,t0043,Solar 66,0.0,0.0
4916,t0043,Solar 64,0.0,0.0
4917,t0043,Solar 63,0.0,0.0
4918,t0043,Solar 62,0.0,0.0
4919,t0043,Solar 61,0.0,0.0
4920,t0043,Solar 60,0.0,0.0
4921,t0043,Solar 05,0.0,0.0
4922,t0043,Solar 59,0.0,0.0
4923,t0043,Solar 58,0.0,0.0
4924,t0043,Solar 57,0.0,0.0
4925,t0043,Solar 56,0.0,0.0
4926,t0043,Solar 55,0.0,0.0
4927,t0043,Solar 54,0.0,0.0
4928,t0043,Solar 26,0.0,0.0
4929,t0043,Solar 25,0.0,0.0
4930,t0043,Solar 39,0.0,0.0
4931,t0043,Solar 23,0.0,0.0
4932,t0043,Wind 10,0.0,0.1213188740557644
4933,t0043,Hydro 43,0.043224604663629,0.043224604663629
4934,t0043,Hydro 42,0.0265103989195927,0.0265103989195927
4935,t0043,Hydro 41,0.0265103989195927,0.0265103989195927
4936,t0043,Hydro 40,0.0236216857526049,0.0236216857526049
4937,t0043,Hydro 35,0.2209,0.2209
4938,t0043,Hydro 34,0.0029022734832208,0.0029022734832208
4939,t0043,Hydro 33,0.0029022734832208,0.0029022734832208
4940,t0043,Hydro 32,0.2209,0.2209
4941,t0043,Hydro 31,0.2208999999999999,0.2208999999999999
4942,t0043,Hydro 30,0.2208999999999999,0.2208999999999999
4943,t0043,Hydro 29,0.0,0.0
4944,t0043,Wind 11,0.0115932493558214,0.1145773970013957
4945,t0043,Hydro 28,0.0,0.0
4946,t0043,Hydro 26,0.03007435593102,0.03007435593102
4947,t0043,Hydro 25,0.03007435593102,0.03007435593102
4948,t0043,Hydro 24,0.0,0.0
4949,t0043,Hydro 23,0.0,0.0
4950,t0043,Hydro 22,0.0159734907348159,0.0159734907348159
4951,t0043,Hydro 21,0.0159734907348159,0.0159734907348159
4952,t0043,Hydro 20,0.0159734907348159,0.0159734907348159
4953,t0043,Hydro 19,0.0004665042255258,0.0004665042255258
4954,t0043,Hydro 18,0.2208999999999999,0.2208999999999999
4955,t0043,Hydro 17,0.2208999999999999,0.2208999999999999
4956,t0043,Hydro 16,0.2208999999999999,0.2208999999999999
4957,t0043,Solar 24,0.0,0.0
4958,t0043,Hydro 27,0.03007435593102,0.03007435593102
4959,t0043,Wind 12,0.2567746986015661,0.2204443312733333
4960,t0043,Wind 14,0.0097788137419939,0.103944112335297
4961,t0043,Wind 13,0.0771353172542684,0.087248082050227
4962,t0043,Solar 21,0.0,0.0
4963,t0043,Solar 20,0.0,0.0
4964,t0043,Solar 01,0.0,0.0
4965,t0043,Solar 19,0.0,0.0
4966,t0043,Solar 18,0.0,0.0
4967,t0043,Solar 17,0.0,0.0
4968,t0043,Solar 16,0.0,0.0
4969,t0043,Solar 15,0.0,0.0
4970,t0043,Solar 14,0.0,0.0
4971,t0043,Solar 13,0.0,0.0
4972,t0043,Solar 12,0.0,0.0
4973,t0043,Solar 11,0.0,0.0
4974,t0043,Solar 22,0.0,0.0
4975,t0043,Solar 10,0.0,0.0
4976,t0043,Wind 15,0.2071843671295599,0.0977823708027692
4977,t0043,Wind 16,0.0,0.0005740507771803
4978,t0043,Wind 17,0.0,0.0016835368481527
4979,t0043,Wind 01,0.0190844782578634,0.0818985521341232
4980,t0043,Wind 03,0.0059029515339856,0.0535844268750791
4981,t0043,Wind 02,0.041745281431575,0.1125304674362552
4982,t0043,Wind 05,0.0,0.12114143706229
4983,t0043,Wind 06,0.0628771075684431,0.0848488255318572
4984,t0043,Wind 07,0.0086071994783133,0.0965112080226915
4985,t0043,Wind 08,0.0,0.135595310939406
4986,t0043,Wind 09,0.0001480222676634,0.1228940517788879
4987,t0043,Wind 04,0.1522119386748506,0.052478364950662
4988,t0044,Solar 44,0.0,0.0
4989,t0044,Solar 41,0.0,0.0
4990,t0044,Solar 42,0.0,0.0
4991,t0044,Solar 43,0.0,0.0
4992,t0044,Solar 45,0.0,0.0
4993,t0044,Solar 50,0.0,0.0
4994,t0044,Solar 47,0.0,0.0
4995,t0044,Solar 48,0.0,0.0
4996,t0044,Solar 49,0.0,0.0
4997,t0044,Solar 04,0.0,0.0
4998,t0044,Solar 46,0.0,0.0
4999,t0044,Solar 40,0.0,0.0
5000,t0044,Solar 35,0.0,0.0
5001,t0044,Solar 39,0.0,0.0
5002,t0044,Solar 38,0.0,0.0
5003,t0044,Solar 37,0.0,0.0
5004,t0044,Solar 36,0.0,0.0
5005,t0044,Solar 28,0.0,0.0
5006,t0044,Solar 34,0.0,0.0
5007,t0044,Solar 33,0.0,0.0
5008,t0044,Solar 32,0.0,0.0
5009,t0044,Solar 31,0.0,0.0
5010,t0044,Solar 30,0.0,0.0
5011,t0044,Solar 02,0.0,0.0
5012,t0044,Solar 29,0.0,0.0
5013,t0044,Solar 51,0.0,0.0
5014,t0044,Solar 03,0.0,0.0
5015,t0044,Solar 52,0.0,0.0
5016,t0044,Solar 65,0.0,0.0
5017,t0044,Solar 54,0.0,0.0
5018,t0044,Solar 27,0.0,0.0
5019,t0044,Solar 09,0.0,0.0
5020,t0044,Solar 08,0.0,0.0
5021,t0044,Solar 07,0.0,0.0
5022,t0044,Solar 75,0.0,0.0
5023,t0044,Solar 74,0.0,0.0
5024,t0044,Solar 73,0.0,0.0
5025,t0044,Solar 72,0.0,0.0
5026,t0044,Solar 71,0.0,0.0
5027,t0044,Solar 70,0.0,0.0
5028,t0044,Solar 06,0.0,0.0
5029,t0044,Solar 69,0.0,0.0
5030,t0044,Solar 53,0.0,0.0
5031,t0044,Solar 68,0.0,0.0
5032,t0044,Solar 66,0.0,0.0
5033,t0044,Solar 64,0.0,0.0
5034,t0044,Solar 63,0.0,0.0
5035,t0044,Solar 62,0.0,0.0
5036,t0044,Solar 61,0.0,0.0
5037,t0044,Solar 60,0.0,0.0
5038,t0044,Solar 05,0.0,0.0
5039,t0044,Solar 59,0.0,0.0
5040,t0044,Solar 58,0.0,0.0
5041,t0044,Solar 57,0.0,0.0
5042,t0044,Solar 56,0.0,0.0
5043,t0044,Solar 55,0.0,0.0
5044,t0044,Solar 67,0.0,0.0
5045,t0044,Solar 26,0.0,0.0
5046,t0044,Hydro 29,0.0,0.0
5047,t0044,Solar 24,0.0,0.0
5048,t0044,Wind 11,0.0216865419269682,0.0887706956989759
5049,t0044,Wind 10,0.0300746182230296,0.0949753100429957
5050,t0044,Hydro 43,0.0893149289734655,0.0893149289734655
5051,t0044,Hydro 42,0.0266179825472678,0.0266179825472678
5052,t0044,Hydro 41,0.0266179825472678,0.0266179825472678
5053,t0044,Hydro 40,0.0488094501186423,0.0488094501186423
5054,t0044,Hydro 35,0.2183999999999999,0.2183999999999999
5055,t0044,Hydro 34,0.003108963582916,0.003108963582916
5056,t0044,Hydro 33,0.003108963582916,0.003108963582916
5057,t0044,Hydro 32,0.2183999999999999,0.2183999999999999
5058,t0044,Hydro 31,0.2183999999999999,0.2183999999999999
5059,t0044,Solar 25,0.0,0.0
5060,t0044,Wind 12,0.2070122058560861,0.206574901515441
5061,t0044,Hydro 28,0.0,0.0
5062,t0044,Hydro 26,0.0297339942749424,0.0297339942749424
5063,t0044,Hydro 25,0.0297339942749424,0.0297339942749424
5064,t0044,Hydro 24,0.0,0.0
5065,t0044,Hydro 23,0.0,0.0
5066,t0044,Hydro 22,0.0161326638546822,0.0161326638546822
5067,t0044,Hydro 21,0.0161326638546822,0.0161326638546822
5068,t0044,Hydro 20,0.0161326638546822,0.0161326638546822
5069,t0044,Hydro 19,0.0030874097834803,0.0030874097834803
5070,t0044,Hydro 18,0.2183999999999999,0.2183999999999999
5071,t0044,Hydro 17,0.2183999999999999,0.2183999999999999
5072,t0044,Hydro 16,0.2183999999999999,0.2183999999999999
5073,t0044,Hydro 27,0.0297339942749424,0.0297339942749424
5074,t0044,Wind 13,0.061759212271697,0.0751406248417679
5075,t0044,Hydro 30,0.2183999999999999,0.2183999999999999
5076,t0044,Wind 15,0.2792068065254,0.0976433965541536
5077,t0044,Wind 14,0.0175818813826026,0.1018385787749319
5078,t0044,Solar 22,0.0,0.0
5079,t0044,Solar 21,0.0,0.0
5080,t0044,Solar 20,0.0,0.0
5081,t0044,Solar 01,0.0,0.0
5082,t0044,Solar 19,0.0,0.0
5083,t0044,Solar 18,0.0,0.0
5084,t0044,Solar 17,0.0,0.0
5085,t0044,Solar 16,0.0,0.0
5086,t0044,Solar 15,0.0,0.0
5087,t0044,Solar 14,0.0,0.0
5088,t0044,Solar 13,0.0,0.0
5089,t0044,Solar 12,0.0,0.0
5090,t0044,Solar 23,0.0,0.0
5091,t0044,Wind 16,0.0003306218402299,0.000746314356928
5092,t0044,Wind 17,0.0,0.0005399914256388
5093,t0044,Wind 01,0.0115982048609153,0.0629370483759493
5094,t0044,Wind 02,0.020957572481469,0.0847370556092271
5095,t0044,Solar 11,0.0,0.0
5096,t0044,Wind 04,0.3240567635871439,0.0679291571297182
5097,t0044,Wind 03,0.366862230518833,0.0714426888326377
5098,t0044,Wind 06,0.0372358733681539,0.0690784838004398
5099,t0044,Wind 07,0.0112169454364766,0.0745044696048391
5100,t0044,Wind 08,0.0221627955429751,0.1064142830289265
5101,t0044,Wind 09,0.0273397181161098,0.0970449239963813
5102,t0044,Solar 10,0.0,0.0
5103,t0044,Wind 05,0.0233560915185028,0.0937532742058963
5104,t0045,Solar 42,0.0,0.0
5105,t0045,Solar 43,0.0,0.0
5106,t0045,Solar 44,0.0,0.0
5107,t0045,Solar 45,0.0,0.0
5108,t0045,Solar 46,0.0,0.0
5109,t0045,Solar 28,0.0,0.0
5110,t0045,Solar 48,0.0,0.0
5111,t0045,Solar 49,0.0,0.0
5112,t0045,Solar 04,0.0,0.0
5113,t0045,Solar 50,0.0,0.0
5114,t0045,Solar 41,0.0,0.0
5115,t0045,Solar 47,0.0,0.0
5116,t0045,Solar 40,0.0,0.0
5117,t0045,Solar 34,0.0,0.0
5118,t0045,Solar 51,0.0,0.0
5119,t0045,Solar 38,0.0,0.0
5120,t0045,Solar 37,0.0,0.0
5121,t0045,Solar 36,0.0,0.0
5122,t0045,Solar 35,0.0,0.0
5123,t0045,Solar 33,0.0,0.0
5124,t0045,Solar 32,0.0,0.0
5125,t0045,Solar 31,0.0,0.0
5126,t0045,Solar 30,0.0,0.0
5127,t0045,Solar 02,0.0,0.0
5128,t0045,Solar 29,0.0,0.0
5129,t0045,Solar 03,0.0,0.0
5130,t0045,Solar 52,0.0,0.0
5131,t0045,Solar 39,0.0,0.0
5132,t0045,Solar 54,0.0,0.0
5133,t0045,Solar 27,0.0,0.0
5134,t0045,Solar 09,0.0,0.0
5135,t0045,Solar 08,0.0,0.0
5136,t0045,Solar 07,0.0,0.0
5137,t0045,Solar 75,0.0,0.0
5138,t0045,Solar 74,0.0,0.0
5139,t0045,Solar 73,0.0,0.0
5140,t0045,Solar 72,0.0,0.0
5141,t0045,Solar 71,0.0,0.0
5142,t0045,Solar 70,0.0,0.0
5143,t0045,Solar 06,0.0,0.0
5144,t0045,Solar 69,0.0,0.0
5145,t0045,Solar 68,0.0,0.0
5146,t0045,Solar 67,0.0,0.0
5147,t0045,Solar 66,0.0,0.0
5148,t0045,Solar 65,0.0,0.0
5149,t0045,Solar 64,0.0,0.0
5150,t0045,Solar 63,0.0,0.0
5151,t0045,Solar 62,0.0,0.0
5152,t0045,Solar 61,0.0,0.0
5153,t0045,Solar 60,0.0,0.0
5154,t0045,Solar 05,0.0,0.0
5155,t0045,Solar 59,0.0,0.0
5156,t0045,Solar 58,0.0,0.0
5157,t0045,Solar 57,0.0,0.0
5158,t0045,Solar 56,0.0,0.0
5159,t0045,Solar 55,0.0,0.0
5160,t0045,Solar 53,0.0,0.0
5161,t0045,Solar 26,0.0,0.0
5162,t0045,Hydro 29,0.0,0.0
5163,t0045,Solar 24,0.0,0.0
5164,t0045,Wind 11,0.0402783034471631,0.0760928839092632
5165,t0045,Wind 10,0.0426148657101381,0.0849921389018783
5166,t0045,Hydro 43,0.0901181988742964,0.0901181988742964
5167,t0045,Hydro 42,0.0263848846873052,0.0263848846873052
5168,t0045,Hydro 41,0.0263848846873052,0.0263848846873052
5169,t0045,Hydro 40,0.0492484266996801,0.0492484266996801
5170,t0045,Hydro 35,0.2171,0.2171
5171,t0045,Hydro 34,0.0030659031454795,0.0030659031454795
5172,t0045,Hydro 33,0.0030659031454795,0.0030659031454795
5173,t0045,Hydro 32,0.2171,0.2171
5174,t0045,Hydro 31,0.2171,0.2171
5175,t0045,Hydro 30,0.2171,0.2171
5176,t0045,Hydro 28,0.0,0.0
5177,t0045,Hydro 27,0.029557006213782,0.029557006213782
5178,t0045,Hydro 26,0.029557006213782,0.029557006213782
5179,t0045,Hydro 25,0.029557006213782,0.029557006213782
5180,t0045,Hydro 24,0.0,0.0
5181,t0045,Hydro 23,0.0,0.0
5182,t0045,Hydro 22,0.0160858482311921,0.0160858482311921
5183,t0045,Hydro 21,0.0160858482311921,0.0160858482311921
5184,t0045,Hydro 20,0.0160858482311921,0.0160858482311921
5185,t0045,Hydro 19,0.0031976744186046,0.0031976744186046
5186,t0045,Hydro 18,0.2170999999999999,0.2170999999999999
5187,t0045,Hydro 17,0.2171,0.2171
5188,t0045,Hydro 16,0.2171,0.2171
5189,t0045,Wind 12,0.2090727299136595,0.2059130766852933
5190,t0045,Wind 13,0.0633975279228834,0.0713115120001894
5191,t0045,Wind 15,0.231354996720742,0.0970689521174042
5192,t0045,Wind 14,0.0174112902988842,0.0958010061405249
5193,t0045,Solar 23,0.0,0.0
5194,t0045,Solar 22,0.0,0.0
5195,t0045,Solar 21,0.0,0.0
5196,t0045,Solar 20,0.0,0.0
5197,t0045,Solar 01,0.0,0.0
5198,t0045,Solar 19,0.0,0.0
5199,t0045,Solar 18,0.0,0.0
5200,t0045,Solar 17,0.0,0.0
5201,t0045,Solar 16,0.0,0.0
5202,t0045,Solar 15,0.0,0.0
5203,t0045,Solar 14,0.0,0.0
5204,t0045,Solar 13,0.0,0.0
5205,t0045,Solar 12,0.0,0.0
5206,t0045,Solar 25,0.0,0.0
5207,t0045,Solar 11,0.0,0.0
5208,t0045,Wind 16,0.0005060055115352,0.0008799574593603
5209,t0045,Wind 17,0.0,0.000921140508701
5210,t0045,Wind 01,0.0226377654696389,0.0564975879716439
5211,t0045,Wind 02,0.0190405481057335,0.0714179934245742
5212,t0045,Wind 04,0.55896777658774,0.0977363949323228
5213,t0045,Wind 03,0.658510705190567,0.103181489264527
5214,t0045,Wind 06,0.0455567627803124,0.0648153058002033
5215,t0045,Wind 07,0.0343088890715421,0.0651914345296951
5216,t0045,Wind 08,0.0411866549780011,0.0951461895214102
5217,t0045,Wind 09,0.0511496663492536,0.0869862807461228
5218,t0045,Solar 10,0.0,0.0
5219,t0045,Wind 05,0.0451107788122393,0.0837057916028546
5220,t0046,Solar 43,0.0,0.0
5221,t0046,Solar 40,0.0,0.0
5222,t0046,Solar 41,0.0,0.0
5223,t0046,Solar 42,0.0,0.0
5224,t0046,Solar 44,0.0,0.0
5225,t0046,Solar 04,0.0,0.0
5226,t0046,Solar 46,0.0,0.0
5227,t0046,Solar 47,0.0,0.0
5228,t0046,Solar 48,0.0,0.0
5229,t0046,Solar 49,0.0,0.0
5230,t0046,Solar 45,0.0,0.0
5231,t0046,Solar 03,0.0,0.0
5232,t0046,Solar 34,0.0,0.0
5233,t0046,Solar 38,0.0,0.0
5234,t0046,Solar 37,0.0,0.0
5235,t0046,Solar 36,0.0,0.0
5236,t0046,Solar 35,0.0,0.0
5237,t0046,Solar 50,0.0,0.0
5238,t0046,Solar 33,0.0,0.0
5239,t0046,Solar 32,0.0,0.0
5240,t0046,Solar 31,0.0,0.0
5241,t0046,Solar 30,0.0,0.0
5242,t0046,Solar 02,0.0,0.0
5243,t0046,Solar 29,0.0,0.0
5244,t0046,Solar 28,0.0,0.0
5245,t0046,Solar 27,0.0,0.0
5246,t0046,Solar 39,0.0,0.0
5247,t0046,Solar 51,0.0,0.0
5248,t0046,Solar 57,0.0,0.0
5249,t0046,Solar 53,0.0,0.0
5250,t0046,Solar 26,0.0,0.0
5251,t0046,Solar 08,0.0,0.0
5252,t0046,Solar 07,0.0,0.0
5253,t0046,Solar 75,0.0,0.0
5254,t0046,Solar 74,0.0,0.0
5255,t0046,Solar 73,0.0,0.0
5256,t0046,Solar 72,0.0,0.0
5257,t0046,Solar 71,0.0,0.0
5258,t0046,Solar 70,0.0,0.0
5259,t0046,Solar 06,0.0,0.0
5260,t0046,Solar 69,0.0,0.0
5261,t0046,Solar 68,0.0,0.0
5262,t0046,Solar 52,0.0,0.0
5263,t0046,Solar 67,0.0,0.0
5264,t0046,Solar 65,0.0,0.0
5265,t0046,Solar 63,0.0,0.0
5266,t0046,Solar 62,0.0,0.0
5267,t0046,Solar 61,0.0,0.0
5268,t0046,Solar 60,0.0,0.0
5269,t0046,Solar 05,0.0,0.0
5270,t0046,Solar 59,0.0,0.0
5271,t0046,Solar 58,0.0,0.0
5272,t0046,Solar 09,0.0,0.0
5273,t0046,Solar 56,0.0,0.0
5274,t0046,Solar 55,0.0,0.0
5275,t0046,Solar 54,0.0,0.0
5276,t0046,Solar 66,0.0,0.0
5277,t0046,Solar 64,0.0,0.0
5278,t0046,Solar 25,0.0,0.0
5279,t0046,Solar 23,0.0,0.0
5280,t0046,Wind 10,0.0186222957637334,0.079492365642168
5281,t0046,Hydro 43,0.0867748592870544,0.0867748592870544
5282,t0046,Hydro 42,0.0262862663619364,0.0262862663619364
5283,t0046,Hydro 41,0.0262862663619364,0.0262862663619364
5284,t0046,Hydro 40,0.047421334984009,0.047421334984009
5285,t0046,Hydro 35,0.2199,0.2199
5286,t0046,Hydro 34,0.0029711701831192,0.0029711701831192
5287,t0046,Hydro 33,0.0029711701831192,0.0029711701831192
5288,t0046,Hydro 32,0.2199,0.2199
5289,t0046,Hydro 31,0.2198999999999999,0.2198999999999999
5290,t0046,Hydro 30,0.2198999999999999,0.2198999999999999
5291,t0046,Hydro 28,0.0,0.0
5292,t0046,Wind 11,0.0148581327621027,0.0658581896480481
5293,t0046,Hydro 27,0.0299382112685889,0.0299382112685889
5294,t0046,Hydro 25,0.0299382112685889,0.0299382112685889
5295,t0046,Hydro 24,0.0,0.0
5296,t0046,Hydro 23,0.0,0.0
5297,t0046,Hydro 22,0.0160858482311921,0.0160858482311921
5298,t0046,Hydro 21,0.0160858482311921,0.0160858482311921
5299,t0046,Hydro 20,0.0160858482311921,0.0160858482311921
5300,t0046,Hydro 19,0.0041476466596755,0.0041476466596755
5301,t0046,Hydro 18,0.2198999999999999,0.2198999999999999
5302,t0046,Hydro 17,0.2198999999999999,0.2198999999999999
5303,t0046,Hydro 16,0.2198999999999999,0.2198999999999999
5304,t0046,Solar 24,0.0,0.0
5305,t0046,Hydro 26,0.0299382112685889,0.0299382112685889
5306,t0046,Wind 12,0.2042206633043333,0.2031586389093035
5307,t0046,Hydro 29,0.0,0.0
5308,t0046,Wind 14,0.0043414368698609,0.090442058452162
5309,t0046,Wind 13,0.0484362948962701,0.066879508183302
5310,t0046,Solar 21,0.0,0.0
5311,t0046,Solar 20,0.0,0.0
5312,t0046,Solar 01,0.0,0.0
5313,t0046,Solar 19,0.0,0.0
5314,t0046,Solar 18,0.0,0.0
5315,t0046,Solar 17,0.0,0.0
5316,t0046,Solar 16,0.0,0.0
5317,t0046,Solar 15,0.0,0.0
5318,t0046,Solar 14,0.0,0.0
5319,t0046,Solar 13,0.0,0.0
5320,t0046,Solar 12,0.0,0.0
5321,t0046,Solar 11,0.0,0.0
5322,t0046,Solar 22,0.0,0.0
5323,t0046,Wind 09,0.0141224833837141,0.080575361515424
5324,t0046,Solar 10,0.0,0.0
5325,t0046,Wind 16,0.0022390324555979,0.0009327785155748
5326,t0046,Wind 17,0.0,0.0019098353103981
5327,t0046,Wind 01,0.013525872248154,0.0506666064586814
5328,t0046,Wind 02,0.0071127287218742,0.0605831806128323
5329,t0046,Wind 03,0.641287991568274,0.145855492591387
5330,t0046,Wind 15,0.1404154719875046,0.0954860193504383
5331,t0046,Wind 05,0.0193771152429118,0.0788052712468018
5332,t0046,Wind 06,0.0406641218764225,0.0605248396114626
5333,t0046,Wind 07,0.0108735351690475,0.0570175541012108
5334,t0046,Wind 08,0.0190172577286636,0.0880262947528542
5335,t0046,Wind 04,0.603842467832588,0.1407629806158836
5336,t0047,Solar 41,0.0,0.0
5337,t0047,Solar 42,0.0,0.0
5338,t0047,Solar 43,0.0,0.0
5339,t0047,Solar 50,0.0,0.0
5340,t0047,Solar 44,0.0,0.0
5341,t0047,Solar 47,0.0,0.0
5342,t0047,Solar 46,0.0,0.0
5343,t0047,Solar 48,0.0,0.0
5344,t0047,Solar 49,0.0,0.0
5345,t0047,Solar 04,0.0,0.0
5346,t0047,Solar 40,0.0,0.0
5347,t0047,Solar 45,0.0,0.0
5348,t0047,Solar 03,0.0,0.0
5349,t0047,Solar 33,0.0,0.0
5350,t0047,Solar 37,0.0,0.0
5351,t0047,Solar 36,0.0,0.0
5352,t0047,Solar 35,0.0,0.0
5353,t0047,Solar 34,0.0,0.0
5354,t0047,Solar 32,0.0,0.0
5355,t0047,Solar 31,0.0,0.0
5356,t0047,Solar 30,0.0,0.0
5357,t0047,Solar 02,0.0,0.0
5358,t0047,Solar 29,0.0,0.0
5359,t0047,Solar 28,0.0,0.0
5360,t0047,Solar 27,0.0,0.0
5361,t0047,Solar 51,0.0,0.0
5362,t0047,Solar 38,0.0,0.0
5363,t0047,Solar 52,0.0,0.0
5364,t0047,Solar 26,0.0,0.0
5365,t0047,Solar 54,0.0,0.0
5366,t0047,Solar 09,0.0,0.0
5367,t0047,Solar 08,0.0,0.0
5368,t0047,Solar 07,0.0,0.0
5369,t0047,Solar 75,0.0,0.0
5370,t0047,Solar 74,0.0,0.0
5371,t0047,Solar 73,0.0,0.0
5372,t0047,Solar 72,0.0,0.0
5373,t0047,Solar 71,0.0,0.0
5374,t0047,Solar 70,0.0,0.0
5375,t0047,Solar 06,0.0,0.0
5376,t0047,Solar 69,0.0,0.0
5377,t0047,Solar 68,0.0,0.0
5378,t0047,Solar 53,0.0,0.0
5379,t0047,Solar 67,0.0,0.0
5380,t0047,Solar 65,0.0,0.0
5381,t0047,Solar 64,0.0,0.0
5382,t0047,Solar 63,0.0,0.0
5383,t0047,Solar 62,0.0,0.0
5384,t0047,Solar 61,0.0,0.0
5385,t0047,Solar 60,0.0,0.0
5386,t0047,Solar 05,0.0,0.0
5387,t0047,Solar 59,0.0,0.0
5388,t0047,Solar 58,0.0,0.0
5389,t0047,Solar 57,0.0,0.0
5390,t0047,Solar 56,0.0,0.0
5391,t0047,Solar 55,0.0,0.0
5392,t0047,Solar 66,0.0,0.0
5393,t0047,Solar 25,0.0,0.0
5394,t0047,Solar 39,0.0,0.0
5395,t0047,Solar 23,0.0,0.0
5396,t0047,Wind 10,0.0009630610700882,0.0785388389406548
5397,t0047,Hydro 43,0.0850597694987938,0.0850597694987938
5398,t0047,Hydro 42,0.0262773010596301,0.0262773010596301
5399,t0047,Hydro 41,0.0262773010596301,0.0262773010596301
5400,t0047,Hydro 40,0.0464840606623336,0.0464840606623336
5401,t0047,Hydro 35,0.2212,0.2212
5402,t0047,Hydro 34,0.0028936613957335,0.0028936613957335
5403,t0047,Hydro 33,0.0028936613957335,0.0028936613957335
5404,t0047,Hydro 32,0.2212,0.2212
5405,t0047,Hydro 31,0.2212,0.2212
5406,t0047,Hydro 30,0.2212,0.2212
5407,t0047,Hydro 29,0.0,0.0
5408,t0047,Wind 11,0.0006573969606911,0.0575248476570612
5409,t0047,Hydro 28,0.0,0.0
5410,t0047,Hydro 26,0.0301151993297493,0.0301151993297493
